x,y,z
-270.98944091796875,26.583669662475586,1.5190472602844238
-270.48944091796875,26.584339141845703,1.5357509851455688
-269.98944091796875,26.585010528564453,1.5525459051132202
-269.48944091796875,26.58568000793457,1.569432258605957
-268.98944091796875,26.58635139465332,1.5864099264144897
-268.48944091796875,26.587020874023438,1.6034789085388184
-267.98944091796875,26.587692260742188,1.6206393241882324
-267.48944091796875,26.588361740112305,1.6378909349441528
-266.98944091796875,26.589033126831055,1.6552339792251587
-266.48944091796875,26.589702606201172,1.6726683378219604
-265.98944091796875,26.590373992919922,1.690194010734558
-265.48944091796875,26.59104347229004,1.7078109979629517
-264.98944091796875,26.59171485900879,1.7255192995071411
-264.48944091796875,26.592384338378906,1.743319034576416
-263.98944091796875,26.593055725097656,1.7612100839614868
-263.48944091796875,26.593725204467773,1.7791924476623535
-262.98944091796875,26.59439468383789,1.7972661256790161
-262.48944091796875,26.59506607055664,1.8154311180114746
-261.98944091796875,26.595735549926758,1.8336875438690186
-261.48944091796875,26.596406936645508,1.8520352840423584
-260.98944091796875,26.597076416015625,1.8704742193222046
-260.48944091796875,26.597747802734375,1.8890047073364258
-259.98944091796875,26.598417282104492,1.9076263904571533
-259.48944091796875,26.599088668823242,1.9263393878936768
-258.98944091796875,26.59975814819336,1.9451438188552856
-258.48944091796875,26.60042953491211,1.9640395641326904
-257.98944091796875,26.601099014282227,1.9830266237258911
-257.48944091796875,26.601770401000977,2.0021049976348877
-256.98944091796875,26.602439880371094,2.0212748050689697
-256.48944091796875,26.603111267089844,2.0405356884002686
-255.9894561767578,26.60378074645996,2.0598881244659424
-255.4894561767578,26.60445213317871,2.079331874847412
-254.9894561767578,26.605121612548828,2.0988669395446777
-254.4894561767578,26.605792999267578,2.1184935569763184
-253.9894561767578,26.606462478637695,2.138211250305176
-253.4894561767578,26.607133865356445,2.158020257949829
-252.9894561767578,26.607803344726562,2.1779208183288574
-252.4894561767578,26.608474731445312,2.1979124546051025
-251.9894561767578,26.60914421081543,2.2179956436157227
-251.4894561767578,26.60981559753418,2.2381699085235596
-250.9894561767578,26.610485076904297,2.2584357261657715
-250.48947143554688,26.611154556274414,2.2787928581237793
-249.98947143554688,26.611825942993164,2.299241304397583
-249.48947143554688,26.61249542236328,2.3197810649871826
-248.98947143554688,26.61316680908203,2.340412139892578
-248.4894561767578,26.61383628845215,2.3611347675323486
-247.9894561767578,26.6145076751709,2.381948471069336
-247.4894561767578,26.615177154541016,2.402853488922119
-246.9894561767578,26.615848541259766,2.4238500595092773
-246.4894561767578,26.616518020629883,2.4449379444122314
-245.98947143554688,26.617189407348633,2.4661169052124023
-245.48947143554688,26.61785888671875,2.4873874187469482
-244.98947143554688,26.6185302734375,2.50874924659729
-244.48947143554688,26.619199752807617,2.5302023887634277
-243.98947143554688,26.619871139526367,2.5517468452453613
-243.48947143554688,26.620540618896484,2.573382616043091
-242.98947143554688,26.621212005615234,2.5951099395751953
-242.48947143554688,26.62188148498535,2.6169283390045166
-241.98947143554688,26.6225528717041,2.638838052749634
-241.48947143554688,26.62322235107422,2.660839319229126
-240.98947143554688,26.62389373779297,2.682931900024414
-240.48947143554688,26.624563217163086,2.705115556716919
-239.98947143554688,26.625234603881836,2.727390766143799
-239.48947143554688,26.625904083251953,2.7497572898864746
-238.98947143554688,26.626575469970703,2.7722151279449463
-238.48947143554688,26.62724494934082,2.794764280319214
-237.98947143554688,26.627914428710938,2.8174047470092773
-237.48948669433594,26.628585815429688,2.840136766433716
-236.98948669433594,26.629255294799805,2.862959861755371
-236.48948669433594,26.629926681518555,2.8858745098114014
-235.98948669433594,26.630596160888672,2.9088802337646484
-235.48948669433594,26.631267547607422,2.9319775104522705
-234.98948669433594,26.63193702697754,2.9551661014556885
-234.48948669433594,26.63260841369629,2.9784457683563232
-233.98948669433594,26.633277893066406,3.001816987991333
-233.48948669433594,26.633949279785156,3.0252795219421387
-232.98948669433594,26.634618759155273,3.0488336086273193
-232.48948669433594,26.635290145874023,3.072478771209717
-231.98948669433594,26.63595962524414,3.09621524810791
-231.48948669433594,26.63663101196289,3.1200432777404785
-230.98948669433594,26.637300491333008,3.1439623832702637
-230.48948669433594,26.637971878051758,3.167973041534424
-229.98948669433594,26.638641357421875,3.192074775695801
-229.48948669433594,26.639312744140625,3.2162680625915527
-228.98948669433594,26.639982223510742,3.2405526638031006
-228.48948669433594,26.640653610229492,3.2649285793304443
-227.98948669433594,26.64132308959961,3.289395809173584
-227.48948669433594,26.64199447631836,3.3139543533325195
-226.98948669433594,26.642663955688477,3.338604211807251
-226.48948669433594,26.643335342407227,3.3633456230163574
-225.98948669433594,26.644004821777344,3.3881781101226807
-225.48948669433594,26.64467430114746,3.413102149963379
-224.98948669433594,26.64534568786621,3.438117265701294
-224.48948669433594,26.646015167236328,3.463223934173584
-223.98948669433594,26.646686553955078,3.48842191696167
-223.48948669433594,26.647356033325195,3.5137112140655518
-222.98948669433594,26.648027420043945,3.5390918254852295
-222.48948669433594,26.648696899414062,3.564563751220703
-221.98948669433594,26.649368286132812,3.5901269912719727
-221.48948669433594,26.65003776550293,3.615781545639038
-220.98948669433594,26.65070915222168,3.6415274143218994
-220.48948669433594,26.651378631591797,3.6673648357391357
-219.98948669433594,26.652050018310547,3.693277359008789
-219.48948669433594,26.652719497680664,3.7191975116729736
-218.98948669433594,26.653390884399414,3.745117664337158
-218.48948669433594,26.65406036376953,3.7710378170013428
-217.98948669433594,26.65473175048828,3.7969579696655273
-217.48948669433594,26.6554012298584,3.822878122329712
-216.98948669433594,26.65607261657715,3.8487982749938965
-216.48948669433594,26.656742095947266,3.874718427658081
-215.98948669433594,26.657413482666016,3.9006388187408447
-215.48948669433594,26.658082962036133,3.9265589714050293
-214.98948669433594,26.658754348754883,3.952479124069214
-214.48948669433594,26.659423828125,3.9783992767333984
-213.98948669433594,26.66009521484375,4.004319190979004
-213.48948669433594,26.660764694213867,4.030239582061768
-212.98948669433594,26.661434173583984,4.056159496307373
-212.48948669433594,26.662105560302734,4.082079887390137
-211.989501953125,26.66277503967285,4.107999801635742
-211.489501953125,26.6634464263916,4.133920192718506
-210.989501953125,26.66411590576172,4.1598405838012695
-210.489501953125,26.66478729248047,4.185760498046875
-209.989501953125,26.665456771850586,4.211680889129639
-209.489501953125,26.666128158569336,4.237600803375244
-208.989501953125,26.666797637939453,4.263521194458008
-208.489501953125,26.667469024658203,4.289441108703613
-207.989501953125,26.66813850402832,4.315361499786377
-207.489501953125,26.66880989074707,4.341281414031982
-206.989501953125,26.669479370117188,4.367201805114746
-206.489501953125,26.670150756835938,4.393121719360352
-205.989501953125,26.670820236206055,4.419042110443115
-205.489501953125,26.671491622924805,4.444962024688721
-204.989501953125,26.672161102294922,4.470882415771484
-204.489501953125,26.672832489013672,4.49680233001709
-203.989501953125,26.67350196838379,4.5227227210998535
-203.48951721191406,26.67417335510254,4.548642635345459
-202.98951721191406,26.674842834472656,4.574563026428223
-202.48951721191406,26.675514221191406,4.600483417510986
-201.98951721191406,26.676183700561523,4.626403331756592
-201.48951721191406,26.676855087280273,4.6523237228393555
-200.98951721191406,26.67752456665039,4.678243637084961
-200.48951721191406,26.678194046020508,4.704164028167725
-199.98951721191406,26.678865432739258,4.73008394241333
-199.48951721191406,26.679534912109375,4.756004333496094
-198.98951721191406,26.680206298828125,4.781924247741699
-198.48951721191406,26.680875778198242,4.807844638824463
-197.98951721191406,26.681547164916992,4.833764553070068
-197.48951721191406,26.68221664428711,4.859684944152832
-196.98951721191406,26.68288803100586,4.8856048583984375
-196.48951721191406,26.683557510375977,4.911525249481201
-195.98951721191406,26.684228897094727,4.937445163726807
-195.48951721191406,26.684898376464844,4.96336555480957
-194.98951721191406,26.685569763183594,4.989285469055176
-194.48951721191406,26.68623924255371,5.0152058601379395
-193.98951721191406,26.68691062927246,5.041125774383545
-193.48951721191406,26.687580108642578,5.067046165466309
-192.98951721191406,26.688251495361328,5.092966556549072
-192.48951721191406,26.688920974731445,5.118886470794678
-191.98951721191406,26.689592361450195,5.144806861877441
-191.48951721191406,26.690261840820312,5.170726776123047
-190.98951721191406,26.690933227539062,5.1966471672058105
-190.48951721191406,26.69160270690918,5.222567081451416
-189.98951721191406,26.69227409362793,5.24848747253418
-189.48951721191406,26.692943572998047,5.274407386779785
-188.98951721191406,26.693614959716797,5.300327777862549
-188.48951721191406,26.694284439086914,5.326247692108154
-187.98951721191406,26.694955825805664,5.352168083190918
-187.48951721191406,26.69562530517578,5.378087997436523
-186.98951721191406,26.6962947845459,5.404008388519287
-186.48951721191406,26.69696617126465,5.429928302764893
-185.98951721191406,26.697635650634766,5.455848693847656
-185.48951721191406,26.698307037353516,5.481768608093262
-184.98951721191406,26.698976516723633,5.507688999176025
