sim_time,real_time,truck_id,mode,SOC(%),position(m),velocity(km/h)
122.807,1.76008e+09,truck0,LV,99.8993,0.871608,1.84557
122.987,1.76008e+09,truck0,LV,99.8992,0.876735,1.84862
123.067,1.76008e+09,truck0,LV,99.8992,0.88187,1.8521
123.147,1.76008e+09,truck0,LV,99.8991,0.887015,1.8558
123.227,1.76008e+09,truck0,LV,99.8991,0.89217,1.8596
123.307,1.76008e+09,truck0,LV,99.899,0.897335,1.86338
123.467,1.76008e+09,truck0,LV,99.8989,0.902511,1.86709
123.547,1.76008e+09,truck0,LV,99.8989,0.907698,1.87091
123.627,1.76008e+09,truck0,LV,99.8988,0.912894,1.87449
123.707,1.76008e+09,truck0,LV,99.8987,0.918101,1.87826
123.867,1.76008e+09,truck0,LV,99.8987,0.923319,1.88224
123.947,1.76008e+09,truck0,LV,99.8986,0.928547,1.88586
124.027,1.76008e+09,truck0,LV,99.8985,0.933786,1.88949
124.107,1.76008e+09,truck0,LV,99.8985,0.939034,1.89314
124.267,1.76008e+09,truck0,LV,99.8984,0.944293,1.89678
124.367,1.76008e+09,truck0,LV,99.8983,0.949562,1.90043
124.447,1.76008e+09,truck0,LV,99.8982,0.954841,1.90408
124.527,1.76008e+09,truck0,LV,99.8982,0.96013,1.90771
124.607,1.76008e+09,truck0,LV,99.8981,0.965429,1.91136
124.767,1.76008e+09,truck0,LV,99.898,0.970738,1.915
124.827,1.76008e+09,truck0,LV,99.8979,0.976058,1.91862
124.907,1.76008e+09,truck0,LV,99.8979,0.981387,1.92223
125.067,1.76008e+09,truck0,LV,99.8978,0.986727,1.92583
125.147,1.76008e+09,truck0,LV,99.8977,0.992076,1.92943
125.227,1.76008e+09,truck0,LV,99.8977,0.997436,1.93304
125.307,1.76008e+09,truck0,LV,99.8976,1.00281,1.93664
125.467,1.76008e+09,truck0,LV,99.8975,1.00819,1.94023
125.547,1.76008e+09,truck0,LV,99.8975,1.01357,1.94388
125.627,1.76008e+09,truck0,LV,99.8974,1.01897,1.9473
125.707,1.76008e+09,truck0,LV,99.8973,1.02438,1.95155
125.867,1.76008e+09,truck0,LV,99.8973,1.0298,1.95518
125.947,1.76008e+09,truck0,LV,99.8972,1.03524,1.959
126.027,1.76008e+09,truck0,LV,99.8971,1.04068,1.96285
126.107,1.76008e+09,truck0,LV,99.8971,1.04613,1.96664
126.267,1.76008e+09,truck0,LV,99.897,1.05159,1.97051
126.347,1.76008e+09,truck0,LV,99.8969,1.05707,1.97415
126.427,1.76008e+09,truck0,LV,99.8969,1.06255,1.97778
126.547,1.76008e+09,truck0,LV,99.8968,1.06804,1.98142
126.627,1.76008e+09,truck0,LV,99.8967,1.07355,1.98506
126.707,1.76008e+09,truck0,LV,99.8967,1.07906,1.9887
126.867,1.76008e+09,truck0,LV,99.8966,1.08459,1.99233
126.947,1.76008e+09,truck0,LV,99.8966,1.09012,1.99591
127.027,1.76008e+09,truck0,LV,99.8965,1.09566,1.99952
127.107,1.76008e+09,truck0,LV,99.8964,1.10122,2.00379
127.267,1.76008e+09,truck0,LV,99.8964,1.10678,2.00715
127.347,1.76008e+09,truck0,LV,99.8963,1.11236,2.01095
127.427,1.76008e+09,truck0,LV,99.8963,1.11795,2.01459
127.507,1.76008e+09,truck0,LV,99.8962,1.12354,2.01802
127.667,1.76008e+09,truck0,LV,99.8961,1.12915,2.02192
127.747,1.76008e+09,truck0,LV,99.8961,1.13476,2.02553
127.847,1.76008e+09,truck0,LV,99.896,1.14039,2.02917
127.927,1.76008e+09,truck0,LV,99.896,1.14603,2.03281
128.007,1.76008e+09,truck0,LV,99.8959,1.15167,2.03645
128.167,1.76008e+09,truck0,LV,99.8958,1.15733,2.04013
128.247,1.76008e+09,truck0,LV,99.8958,1.163,2.04406
128.327,1.76008e+09,truck0,LV,99.8957,1.16868,2.04805
128.407,1.76008e+09,truck0,LV,99.8957,1.17436,2.05172
128.507,1.76008e+09,truck0,LV,99.8956,1.18006,2.05535
128.667,1.76008e+09,truck0,LV,99.8955,1.18577,2.05901
128.747,1.76008e+09,truck0,LV,99.8955,1.19149,2.063
128.827,1.76008e+09,truck0,LV,99.8954,1.19722,2.06662
128.907,1.76008e+09,truck0,LV,99.8954,1.20296,2.07048
129.087,1.76008e+09,truck0,LV,99.8953,1.20872,2.07428
129.167,1.76008e+09,truck0,LV,99.8952,1.21448,2.07788
129.227,1.76008e+09,truck0,LV,99.8952,1.22025,2.08137
129.307,1.76008e+09,truck0,LV,99.8951,1.22603,2.08542
129.467,1.76008e+09,truck0,LV,99.8951,1.23182,2.08896
129.567,1.76008e+09,truck0,LV,99.895,1.23763,2.0925
129.647,1.76008e+09,truck0,LV,99.8949,1.24344,2.09604
129.727,1.76008e+09,truck0,LV,99.8949,1.24926,2.10018
129.827,1.76008e+09,truck0,LV,99.8948,1.25509,2.1023
129.907,1.76008e+09,truck0,LV,99.8948,1.26093,2.10573
130.067,1.76008e+09,truck0,LV,99.8947,1.26678,2.1092
130.167,1.76008e+09,truck0,LV,99.8947,1.27264,2.11266
130.247,1.76008e+09,truck0,LV,99.8946,1.27851,2.11603
130.327,1.76008e+09,truck0,LV,99.8945,1.28439,2.11819
130.427,1.76008e+09,truck0,LV,99.8945,1.29027,2.12157
130.507,1.76008e+09,truck0,LV,99.8944,1.29617,2.12505
130.687,1.76008e+09,truck0,LV,99.8944,1.30207,2.12849
130.767,1.76008e+09,truck0,LV,99.8943,1.30798,2.13196
130.847,1.76008e+09,truck0,LV,99.8943,1.3139,2.13572
130.947,1.76008e+09,truck0,LV,99.8942,1.31984,2.13915
131.027,1.76008e+09,truck0,LV,99.8942,1.32578,2.14252
131.127,1.76008e+09,truck0,LV,99.8941,1.33173,2.14601
131.207,1.76008e+09,truck0,LV,99.894,1.33769,2.15814
131.307,1.76008e+09,truck0,LV,99.8939,1.34369,2.16255
131.487,1.76008e+09,truck0,LV,99.8939,1.34969,2.17468
131.567,1.76008e+09,truck0,LV,99.8937,1.35573,2.18681
131.667,1.76008e+09,truck0,LV,99.8936,1.36181,2.19505
131.747,1.76008e+09,truck0,LV,99.8935,1.36791,2.20718
131.847,1.76008e+09,truck0,LV,99.8931,1.37404,2.21931
131.927,1.76008e+09,truck0,LV,99.8931,1.3802,2.20812
132.027,1.76008e+09,truck0,LV,99.8929,1.38633,2.22025
132.107,1.76008e+09,truck0,LV,99.893,1.3925,2.20906
132.207,1.76008e+09,truck0,LV,99.8932,1.39864,2.22119
132.307,1.76008e+09,truck0,LV,99.8929,1.40481,2.23332
132.487,1.76008e+09,truck0,LV,99.8926,1.41101,2.22213
132.567,1.76008e+09,truck0,LV,99.8926,1.41718,2.21094
132.667,1.76008e+09,truck0,LV,99.893,1.42333,2.19975
132.747,1.76008e+09,truck0,LV,99.8933,1.42944,2.21188
132.847,1.76008e+09,truck0,LV,99.8935,1.43558,2.22401
132.927,1.76008e+09,truck0,LV,99.8932,1.44176,2.23614
133.027,1.76008e+09,truck0,LV,99.893,1.44797,2.22495
133.107,1.76008e+09,truck0,LV,99.8934,1.45415,2.21376
133.207,1.76008e+09,truck0,LV,99.8938,1.4603,2.22589
133.387,1.76008e+09,truck0,LV,99.8939,1.46648,2.23802
133.467,1.76008e+09,truck0,LV,99.8939,1.4727,2.246
133.567,1.76008e+09,truck0,LV,99.894,1.47894,2.25345
133.647,1.76008e+09,truck0,LV,99.894,1.4852,2.26558
133.747,1.76008e+09,truck0,LV,99.8937,1.49149,2.27771
133.827,1.76008e+09,truck0,LV,99.8937,1.49782,2.26652
133.927,1.76008e+09,truck0,LV,99.894,1.50411,2.27375
134.007,1.76008e+09,truck0,LV,99.8937,1.51043,2.27977
134.107,1.76008e+09,truck0,LV,99.8938,1.51676,2.26858
134.287,1.76008e+09,truck0,LV,99.8937,1.52306,2.28071
134.367,1.76008e+09,truck0,LV,99.8937,1.5294,2.26952
134.467,1.76008e+09,truck0,LV,99.8936,1.5357,2.28165
134.547,1.76008e+09,truck0,LV,99.8934,1.54204,2.27046
134.647,1.76008e+09,truck0,LV,99.8937,1.54835,2.25927
134.727,1.76008e+09,truck0,LV,99.894,1.55462,2.2714
134.827,1.76008e+09,truck0,LV,99.894,1.56093,2.28353
134.907,1.76008e+09,truck0,LV,99.894,1.56728,2.29566
135.007,1.76008e+09,truck0,LV,99.8937,1.57365,2.30779
135.187,1.76008e+09,truck0,LV,99.8934,1.58006,2.2966
135.267,1.76008e+09,truck0,LV,99.8937,1.58644,2.28541
135.367,1.76008e+09,truck0,LV,99.8939,1.59279,2.29754
135.447,1.76008e+09,truck0,LV,99.8939,1.59917,2.30967
135.547,1.76008e+09,truck0,LV,99.8939,1.60559,2.3218
135.627,1.76008e+09,truck0,LV,99.8935,1.61204,2.33393
135.727,1.76008e+09,truck0,LV,99.8932,1.61852,2.32274
135.827,1.76008e+09,truck0,LV,99.8935,1.62497,2.31155
135.907,1.76008e+09,truck0,LV,99.8937,1.6314,2.32368
136.007,1.76008e+09,truck0,LV,99.8937,1.63785,2.33581
136.187,1.76008e+09,truck0,LV,99.8936,1.64434,2.34794
136.267,1.76008e+09,truck0,LV,99.8936,1.65086,2.36008
136.367,1.76008e+09,truck0,LV,99.8935,1.65742,2.37221
136.447,1.76008e+09,truck0,LV,99.8931,1.66401,2.38434
136.547,1.76008e+09,truck0,LV,99.8927,1.67063,2.37315
136.627,1.76008e+09,truck0,LV,99.8929,1.67722,2.36195
136.727,1.76008e+09,truck0,LV,99.8931,1.68378,2.37409
136.807,1.76008e+09,truck0,LV,99.8931,1.69038,2.38622
136.907,1.76008e+09,truck0,LV,99.893,1.69701,2.39835
137.087,1.76008e+09,truck0,LV,99.8929,1.70367,2.41048
137.167,1.76008e+09,truck0,LV,99.8927,1.71036,2.42261
137.267,1.76008e+09,truck0,LV,99.8926,1.71709,2.43474
137.347,1.76008e+09,truck0,LV,99.8924,1.72386,2.44687
137.447,1.76008e+09,truck0,LV,99.8922,1.73065,2.45901
137.527,1.76008e+09,truck0,LV,99.8921,1.73748,2.47114
137.627,1.76008e+09,truck0,LV,99.8919,1.74435,2.48327
137.707,1.76008e+09,truck0,LV,99.8917,1.75125,2.4954
137.807,1.76008e+09,truck0,LV,99.8915,1.75818,2.50753
137.987,1.76008e+09,truck0,LV,99.8913,1.76514,2.51966
138.067,1.76008e+09,truck0,LV,99.8911,1.77214,2.53179
138.167,1.76008e+09,truck0,LV,99.8908,1.77917,2.54393
138.267,1.76008e+09,truck0,LV,99.8906,1.78624,2.55606
138.367,1.76008e+09,truck0,LV,99.8904,1.79334,2.56819
138.447,1.76008e+09,truck0,LV,99.8902,1.80047,2.58032
138.547,1.76008e+09,truck0,LV,99.89,1.80764,2.59245
138.647,1.76008e+09,truck0,LV,99.8898,1.81484,2.60458
138.727,1.76008e+09,truck0,LV,99.8895,1.82208,2.61671
138.827,1.76008e+09,truck0,LV,99.8893,1.82935,2.62884
138.927,1.76008e+09,truck0,LV,99.8891,1.83665,2.64098
139.027,1.76008e+09,truck0,LV,99.8889,1.84399,2.65311
139.107,1.76008e+09,truck0,LV,99.8887,1.85136,2.66524
139.207,1.76008e+09,truck0,LV,99.8885,1.85876,2.67737
139.307,1.76008e+09,truck0,LV,99.8883,1.8662,2.6895
139.487,1.76008e+09,truck0,LV,99.8881,1.87367,2.70163
139.587,1.76008e+09,truck0,LV,99.8879,1.88117,2.71376
139.667,1.76008e+09,truck0,LV,99.8877,1.88871,2.7259
139.767,1.76008e+09,truck0,LV,99.8875,1.89628,2.73803
139.867,1.76008e+09,truck0,LV,99.8873,1.90389,2.75016
139.967,1.76008e+09,truck0,LV,99.8872,1.91153,2.76229
140.047,1.76008e+09,truck0,LV,99.887,1.9192,2.77442
140.147,1.76008e+09,truck0,LV,99.8868,1.92691,2.78655
140.247,1.76008e+09,truck0,LV,99.8866,1.93465,2.79868
140.347,1.76008e+09,truck0,LV,99.8865,1.94242,2.81082
140.427,1.76008e+09,truck0,LV,99.8863,1.95023,2.82295
140.527,1.76008e+09,truck0,LV,99.8861,1.95807,2.83508
140.627,1.76008e+09,truck0,LV,99.886,1.96595,2.84721
140.707,1.76008e+09,truck0,LV,99.8858,1.97385,2.85934
140.807,1.76008e+09,truck0,LV,99.8857,1.9818,2.87147
140.907,1.76008e+09,truck0,LV,99.8855,1.98977,2.8836
53
140.467,1.76008e+09,truck2,FV2,99.8788,2.48025,3.53066
140.567,1.76008e+09,truck2,FV2,99.8786,2.49006,3.54279
140.747,1.76008e+09,truck2,FV2,99.8785,2.4999,3.55492
140.847,1.76008e+09,truck2,FV2,99.8783,2.50977,3.56706
140.947,1.76008e+09,truck2,FV2,99.8782,2.51968,3.57919
141.027,1.76008e+09,truck2,FV2,99.878,2.52963,3.59132
141.127,1.76008e+09,truck2,FV2,99.8779,2.5396,3.60345
141.227,1.76008e+09,truck2,FV2,99.8778,2.54961,3.61558
141.307,1.76008e+09,truck2,FV2,99.8776,2.55965,3.62771
141.407,1.76008e+09,truck2,FV2,99.8775,2.56973,3.63984
141.507,1.76008e+09,truck2,FV2,99.8773,2.57984,3.65198
141.607,1.76008e+09,truck2,FV2,99.8772,2.58999,3.66411
141.687,1.76008e+09,truck2,FV2,99.8771,2.60016,3.67624
