Step,pos_front,vel_front,Speed,Position,SOC,Throttle,Brake
6617,13236,20.8,20,13206.3,96.7904,1.20529e-13,0
6618,13238,20.8,20,13208.3,96.7901,2.00326e-13,0
6619,13240,20.8,20,13210.3,96.7898,0,-9.84471e-14
6620,13242,20.8,20,13212.3,96.7895,0,-2.80284e-13
6621,13244,20.8,20,13214.3,96.7893,0,-9.2773e-14
6622,13246,20.8,20,13216.3,96.789,0,-3.45923e-13
6623,13248,20.8,20,13218.3,96.7887,0,-6.43538e-13
6624,13250,20.8,20,13220.3,96.7884,0,-1.98771e-13
6625,13252,20.8,20,13222.3,96.7882,0,-6.9019e-13
6626,13254,20.8,20,13224.3,96.7879,0,-6.65506e-13
6627,13256,20.8,20,13226.3,96.7876,0,-4.14233e-13
6628,13258,20.8,20,13228.3,96.7873,0,-7.71791e-13
6629,13260,20.8,20,13230.3,96.7871,0,-2.87548e-13
6630,13262,20.8,20,13232.3,96.7868,0,-2.17736e-13
6631,13264,20.8,20,13234.3,96.7865,0,-1.77355e-13
6632,13266,20.8,20,13236.3,96.7862,3.10862e-14,0
6633,13268,20.8,20,13238.3,96.786,3.58949e-13,0
6634,13270,20.8,20,13240.3,96.7857,0,-1.63998e-13
6635,13272,20.8,20,13242.3,96.7854,0,-2.41117e-13
6636,13274,20.8,20,13244.3,96.7851,1.55778e-13,0
6637,13276,20.8,20,13246.3,96.7849,0,-2.5942e-14
6638,13278,20.8,20,13248.3,96.7846,0,-1.54327e-14
6639,13280,20.8,20,13250.3,96.7843,2.046e-12,0
6640,13282,20.8,20,13252.3,96.7841,3.46577e-12,0
6641,13284,20.8,20,13254.3,96.7838,4.22933e-12,0
6642,13286,20.8,20,13256.3,96.7835,4.21239e-12,0
6643,13288,20.8,20,13258.3,96.7832,3.72244e-12,0
6644,13290,20.8,20,13260.3,96.783,4.31204e-12,0
6645,13292,20.8,20,13262.3,96.7827,4.63365e-12,0
6646,13294,20.8,20,13264.3,96.7824,4.14759e-12,0
6647,13296,20.8,20,13266.3,96.7821,5.57984e-12,0
6648,13298,20.8,20,13268.3,96.7819,5.00128e-12,0
6649,13300,20.8,20,13270.3,96.7816,4.22114e-12,0
6650,13302,20.8,20,13272.3,96.7813,4.44658e-12,0
6651,13304,20.8,20,13274.3,96.781,3.3179e-12,0
6652,13306,20.8,20,13276.3,96.7808,1.42455e-12,0
6653,13308,20.8,20,13278.3,96.7805,1.33428e-12,0
6654,13310,20.8,20,13280.3,96.7802,1.86844e-12,0
6655,13312,20.8,20,13282.3,96.78,1.38251e-12,0
6656,13314,20.8,20,13284.3,96.7797,1.98445e-12,0
6657,13316,20.8,20,13286.3,96.7794,1.48069e-12,0
6658,13318,20.8,20,13288.3,96.7791,3.94268e-13,0
6659,13320,20.8,20,13290.3,96.7789,4.06897e-13,0
6660,13322,20.8,20,13292.3,96.7786,3.37438e-13,0
6661,13324,20.8,20,13294.3,96.7783,0,-4.26774e-14
6662,13326,20.8,20,13296.3,96.778,0,-6.03488e-13
6663,13328,20.8,20,13298.3,96.7778,0,-8.42972e-13
6664,13330,20.8,20,13300.3,96.7775,0,-4.91308e-13
6665,13332,20.8,20,13302.3,96.7772,0,-3.13644e-13
6666,13334,20.8,20,13304.3,96.777,7.04298e-14,0
6667,13336,20.8,20,13306.3,96.7767,5.05151e-14,0
6668,13338,20.8,20,13308.3,96.7764,0,-2.95253e-13
6669,13340,20.8,20,13310.3,96.7761,0,-1.97446e-13
6670,13342,20.8,20,13312.3,96.7759,7.67789e-13,0
6671,13344,20.8,20,13314.3,96.7756,5.99382e-13,0
6672,13346,20.8,20,13316.3,96.7753,0,-1.73425e-13
6673,13348,20.8,20,13318.3,96.7751,0,-4.31233e-13
6674,13350,20.8,20,13320.3,96.7748,0,-1.61988e-13
6675,13352,20.8,20,13322.3,96.7745,0,-6.72505e-14
6676,13354,20.8,20,13324.3,96.7742,0,-1.70224e-13
6677,13356,20.8,20,13326.3,96.774,0,-1.39336e-13
6678,13358,20.8,20,13328.3,96.7737,3.70814e-13,0
6679,13360,20.8,20,13330.3,96.7734,5.38528e-13,0
6680,13362,20.8,20,13332.3,96.7732,4.24175e-13,0
6681,13364,20.8,20,13334.3,96.7729,7.41698e-13,0
6682,13366,20.8,20,13336.3,96.7726,8.79852e-13,0
6683,13368,20.8,20,13338.3,96.7724,3.6797e-13,0
6684,13370,20.8,20,13340.3,96.7721,0,-3.39763e-13
6685,13372,20.8,20,13342.3,96.7718,0,-3.10288e-13
6686,13374,20.8,20,13344.3,96.7716,0,-3.12055e-13
6687,13376,20.8,20,13346.3,96.7713,0,-2.49308e-13
6688,13378,20.8,20,13348.3,96.771,0,-3.21283e-13
6689,13380,20.8,20,13350.3,96.7708,0,-4.79739e-13
6690,13382,20.8,20,13352.3,96.7705,0,-4.96762e-13
6691,13384,20.8,20,13354.3,96.7702,0,-7.98373e-13
6692,13386,20.8,20,13356.3,96.77,0,-5.9713e-13
6693,13388,20.8,20,13358.3,96.7697,0,-4.24411e-13
6694,13390,20.8,20,13360.3,96.7694,0,-3.88401e-13
6695,13392,20.8,20,13362.3,96.7692,0,-7.93494e-14
6696,13394,20.8,20,13364.3,96.7689,0,-2.4242e-14
6697,13396,20.8,20,13366.3,96.7686,5.57956e-13,0
6698,13398,20.8,20,13368.3,96.7684,3.61031e-13,0
6699,13400,20.8,20,13370.3,96.7681,1.41276e-13,0
6700,13402,20.8,20,13372.3,96.7678,1.26496e-13,0
6701,13404,20.8,20,13374.3,96.7676,0,-1.4108e-13
6702,13406,20.8,20,13376.3,96.7673,0,-2.26722e-13
6703,13408,20.8,20,13378.3,96.7671,0,-4.63203e-14
6704,13410,20.8,20,13380.3,96.7668,0,-1.42008e-13
6705,13412,20.8,20,13382.3,96.7665,5.90084e-13,0
6706,13414,20.8,20,13384.3,96.7663,0,-4.41345e-14
6707,13416,20.8,20,13386.3,96.766,0,-2.60833e-13
6708,13418,20.8,20,13388.3,96.7657,0,-1.31653e-13
6709,13420,20.8,20,13390.3,96.7655,0,-3.46541e-13
6710,13422,20.8,20,13392.3,96.7652,0,-1.24875e-13
6711,13424,20.8,20,13394.3,96.765,0,-2.79511e-14
6712,13426,20.8,20,13396.3,96.7647,6.98955e-13,0
6713,13428,20.8,20,13398.3,96.7644,3.86496e-14,0
6714,13430,20.8,20,13400.3,96.7642,2.01297e-13,0
6715,13432,20.8,20,13402.3,96.7639,0,-7.85987e-15
6716,13434,20.8,20,13404.3,96.7637,0,-3.22829e-13
6717,13436,20.8,20,13406.3,96.7634,0,-1.28363e-13
6718,13438,20.8,20,13408.3,96.7631,0,-2.48535e-13
6719,13440,20.8,20,13410.3,96.7629,0,-1.33176e-13
6720,13442,20.8,20,13412.3,96.7626,1.3628e-13,0
6721,13444,20.8,20,13414.3,96.7623,6.90142e-13,0
6722,13446,20.8,20,13416.3,96.7621,4.94743e-13,0
6723,13448,20.8,20,13418.3,96.7618,1.17406e-13,0
6724,13450,20.8,20,13420.3,96.7616,8.43076e-13,0
6725,13452,20.8,20,13422.3,96.7613,5.73708e-13,0
6726,13454,20.8,20,13424.3,96.761,3.34524e-13,0
6727,13456,20.8,20,13426.3,96.7608,0,-1.18737e-13
6728,13458,20.8,20,13428.3,96.7605,0,-7.31675e-14
6729,13460,20.8,20,13430.3,96.7603,0,-2.59177e-13
6730,13462,20.8,20,13432.3,96.76,0,-3.73565e-13
6731,13464,20.8,20,13434.3,96.7597,0,-7.13262e-13
6732,13466,20.8,20,13436.3,96.7595,0,-6.23005e-13
6733,13468,20.8,20,13438.3,96.7592,0,-9.16249e-14
6734,13470,20.8,20,13440.3,96.7589,0,-3.03025e-13
6735,13472,20.8,20,13442.3,96.7587,0,-4.9727e-13
6736,13474,20.8,20,13444.3,96.7584,0,-4.41676e-13
6737,13476,20.8,20,13446.3,96.7582,0,-1.68303e-13
6738,13478,20.8,20,13448.3,96.7579,0,-2.15661e-13
6739,13480,20.8,20,13450.3,96.7576,0,-6.77362e-14
6740,13482,20.8,20,13452.3,96.7574,2.67009e-13,0
6741,13484,20.8,20,13454.3,96.7571,2.57155e-13,0
6742,13486,20.8,20,13456.3,96.7568,5.19723e-13,0
6743,13488,20.8,20,13458.3,96.7566,2.19269e-13,0
6744,13490,20.8,20,13460.3,96.7563,7.17482e-14,0
6745,13492,20.8,20,13462.3,96.7561,3.39728e-13,0
6746,13494,20.8,20,13464.3,96.7558,1.8166e-13,0
6747,13496,20.8,20,13466.3,96.7555,0,-8.00338e-14
6748,13498,20.8,20,13468.3,96.7553,0,-1.67243e-13
6749,13500,20.8,20,13470.3,96.755,0,-3.94892e-13
6750,13502,20.8,20,13472.3,96.7547,0,-3.25699e-13
6751,13504,20.8,20,13474.3,96.7545,0,-1.79497e-13
6752,13506,20.8,20,13476.3,96.7542,6.60028e-13,0
6753,13508,20.8,20,13478.3,96.754,0,-8.78716e-15
6754,13510,20.8,20,13480.3,96.7537,3.39243e-13,0
6755,13512,20.8,20,13482.3,96.7534,0,-2.32948e-13
6756,13514,20.8,20,13484.3,96.7532,0,-3.5524e-14
6757,13516,20.8,20,13486.3,96.7529,1.87628e-13,0
6758,13518,20.8,20,13488.3,96.7526,2.57086e-13,0
6759,13520,20.8,20,13490.3,96.7524,0,-2.10627e-14
6760,13522,20.8,20,13492.3,96.7521,0,-3.17398e-13
6761,13524,20.8,20,13494.3,96.7518,0,-2.49772e-13
6762,13526,20.8,20,13496.3,96.7516,0,-3.76435e-13
6763,13528,20.8,20,13498.3,96.7513,0,-4.6636e-13
6764,13530,20.8,20,13500.3,96.7511,0,-3.97431e-13
6765,13532,20.8,20,13502.3,96.7508,0,-2.45135e-13
6766,13534,20.8,20,13504.3,96.7505,1.45786e-13,0
6767,13536,20.8,20,13506.3,96.7503,0,-2.7854e-13
6768,13538,20.8,20,13508.3,96.75,0,-4.26111e-13
6769,13540,20.8,20,13510.3,96.7497,0,-4.2397e-13
6770,13542,20.8,20,13512.3,96.7495,0,-4.38696e-14
6771,13544,20.8,20,13514.3,96.7492,4.29587e-13,0
6772,13546,20.8,20,13516.3,96.7489,0,-1.53334e-13
6773,13548,20.8,20,13518.3,96.7487,0,-1.54482e-13
6774,13550,20.8,20,13520.3,96.7484,1.05194e-13,0
6775,13552,20.8,20,13522.3,96.7481,4.49293e-13,0
6776,13554,20.8,20,13524.3,96.7479,0,-1.40904e-13
6777,13556,20.8,20,13526.3,96.7476,0,-1.97601e-14
6778,13558,20.8,20,13528.3,96.7473,7.15261e-13,0
6779,13560,20.8,20,13530.3,96.7471,6.39835e-13,0
6780,13562,20.8,20,13532.3,96.7468,4.36179e-13,0
6781,13564,20.8,20,13534.3,96.7465,5.04249e-13,0
6782,13566,20.8,20,13536.3,96.7463,5.88141e-13,0
6783,13568,20.8,20,13538.3,96.746,0,-2.49507e-13
6784,13570,20.8,20,13540.3,96.7457,0,-1.31211e-13
6785,13572,20.8,20,13542.3,96.7455,0,-1.43686e-13
6786,13574,20.8,20,13544.3,96.7452,0,-2.69134e-14
6787,13576,20.8,20,13546.3,96.7449,0,-1.78415e-13
6788,13578,20.8,20,13548.3,96.7447,0,-5.02149e-13
6789,13580,20.8,20,13550.3,96.7444,0,-5.02524e-13
6790,13582,20.8,20,13552.3,96.7441,0,-1.13659e-13
6791,13584,20.8,20,13554.3,96.7438,0,-3.08633e-13
6792,13586,20.8,20,13556.3,96.7436,0,-2.64101e-13
6793,13588,20.8,20,13558.3,96.7433,0,-1.1558e-13
6794,13590,20.8,20,13560.3,96.743,0,-7.26376e-15
6795,13592,20.8,20,13562.3,96.7428,0,-4.99853e-14
6796,13594,20.8,20,13564.3,96.7425,0,-5.82426e-14
6797,13596,20.8,20,13566.3,96.7422,8.58202e-13,0
6798,13598,20.8,20,13568.3,96.7419,0,-1.42626e-14
6799,13600,20.8,20,13570.3,96.7417,0,-1.65764e-13
6800,13602,20.8,20,13572.3,96.7414,0,-3.99772e-13
6801,13604,20.8,20,13574.3,96.7411,0,-4.04784e-13
6802,13606,20.8,20,13576.3,96.7408,0,-3.74978e-13
6803,13608,20.8,20,13578.3,96.7406,0,-2.35818e-13
6804,13610,20.8,20,13580.3,96.7403,0,-2.36061e-13
6805,13612,20.8,20,13582.3,96.74,0,-6.33603e-13
6806,13614,20.8,20,13584.3,96.7397,0,-6.56255e-13
6807,13616,20.8,20,13586.3,96.7395,0,-6.18281e-13
6808,13618,20.8,20,13588.3,96.7392,0,-2.06697e-13
6809,13620,20.8,20,13590.3,96.7389,1.31756e-12,0
6810,13622,20.8,20,13592.3,96.7386,1.51101e-12,0
6811,13624,20.8,20,13594.3,96.7384,8.51125e-13,0
6812,13626,20.8,20,13596.3,96.7381,5.31727e-13,0
6813,13628,20.8,20,13598.3,96.7378,5.44356e-13,0
6814,13630,20.8,20,13600.3,96.7375,1.72223e-13,0
6815,13632,20.8,20,13602.3,96.7372,1.7257e-13,0
6816,13634,20.8,20,13604.3,96.737,1.40679e-12,0
6817,13636,20.8,20,13606.3,96.7367,3.57769e-13,0
6818,13638,20.8,20,13608.3,96.7364,0,-1.34457e-13
6819,13640,20.8,20,13610.3,96.7361,0,-2.2394e-13
6820,13642,20.8,20,13612.3,96.7359,0,-8.29702e-14
6821,13644,20.8,20,13614.3,96.7356,0,-2.78959e-13
6822,13646,20.8,20,13616.3,96.7353,0,-5.08154e-13
6823,13648,20.8,20,13618.3,96.735,0,-6.09604e-13
6824,13650,20.8,20,13620.3,96.7347,0,-4.16132e-13
6825,13652,20.8,20,13622.3,96.7345,0,-2.88188e-13
6826,13654,20.8,20,13624.3,96.7342,0,-4.42869e-13
6827,13656,20.8,20,13626.3,96.7339,0,-1.99897e-13
6828,13658,20.8,20,13628.3,96.7336,0,-9.43185e-14
6829,13660,20.8,20,13630.3,96.7333,2.92127e-14,0
6830,13662,20.8,20,13632.3,96.7331,0,-1.16816e-13
6831,13664,20.8,20,13634.3,96.7328,0,-3.14726e-13
6832,13666,20.8,20,13636.3,96.7325,0,-2.18509e-13
6833,13668,20.8,20,13638.3,96.7322,4.33126e-13,0
6834,13670,20.8,20,13640.3,96.7319,8.25728e-13,0
6835,13672,20.8,20,13642.3,96.7317,0,-6.05166e-14
6836,13674,20.8,20,13644.3,96.7314,0,-1.36444e-13
6837,13676,20.8,20,13646.3,96.7311,3.43475e-13,0
6838,13678,20.8,20,13648.3,96.7308,4.43534e-13,0
6839,13680,20.8,20,13650.3,96.7305,4.3715e-14,0
6840,13682,20.8,20,13652.3,96.7303,0,-1.0103e-13
6841,13684,20.8,20,13654.3,96.73,0,-6.77804e-15
6842,13686,20.8,20,13656.3,96.7297,6.94583e-14,0
6843,13688,20.8,20,13658.3,96.7294,0,-1.36356e-13
6844,13690,20.8,20,13660.3,96.7291,0,-8.81366e-14
6845,13692,20.8,20,13662.3,96.7288,1.2379e-13,0
6846,13694,20.8,20,13664.3,96.7286,0,-9.37886e-14
6847,13696,20.8,20,13666.3,96.7283,0,-2.78783e-13
6848,13698,20.8,20,13668.3,96.728,0,-2.11753e-13
6849,13700,20.8,20,13670.3,96.7277,0,-5.21534e-13
6850,13702,20.8,20,13672.3,96.7274,0,-4.13703e-13
6851,13704,20.8,20,13674.3,96.7271,0,-4.73911e-13
6852,13706,20.8,20,13676.3,96.7268,0,-1.02686e-13
6853,13708,20.8,20,13678.3,96.7265,0,-3.07352e-13
6854,13710,20.8,20,13680.3,96.7263,0,-3.78532e-13
6855,13712,20.8,20,13682.3,96.726,0,-1.26884e-13
6856,13714,20.8,20,13684.3,96.7257,2.85397e-13,0
6857,13716,20.8,20,13686.3,96.7254,8.59521e-13,0
6858,13718,20.8,20,13688.3,96.7251,0,-3.06447e-14
6859,13720,20.8,20,13690.3,96.7248,5.30617e-13,0
6860,13722,20.8,20,13692.3,96.7245,0,-7.11142e-14
6861,13724,20.8,20,13694.3,96.7242,5.74055e-13,0
6862,13726,20.8,20,13696.3,96.7239,3.25712e-13,0
6863,13728,20.8,20,13698.3,96.7237,4.92523e-13,0
6864,13730,20.8,20,13700.3,96.7234,3.80182e-13,0
6865,13732,20.8,20,13702.3,96.7231,0,-2.2999e-13
6866,13734,20.8,20,13704.3,96.7228,0,-1.95018e-13
6867,13736,20.8,20,13706.3,96.7225,3.61516e-14,0
6868,13738,20.8,20,13708.3,96.7222,0,-4.57816e-13
6869,13740,20.8,20,13710.3,96.7219,0,-6.21968e-13
6870,13742,20.8,20,13712.3,96.7216,0,-3.47049e-13
6871,13744,20.8,20,13714.3,96.7213,0,-2.06123e-13
6872,13746,20.8,20,13716.3,96.721,0,-3.17486e-14
6873,13748,20.8,20,13718.3,96.7207,9.15795e-13,0
6874,13750,20.8,20,13720.3,96.7204,0,-6.98557e-14
6875,13752,20.8,20,13722.3,96.7201,0,-2.48911e-13
6876,13754,20.8,20,13724.3,96.7198,0,-3.323e-13
6877,13756,20.8,20,13726.3,96.7195,0,-5.89711e-14
6878,13758,20.8,20,13728.3,96.7192,2.11914e-13,0
6879,13760,20.8,20,13730.3,96.719,0,-6.38284e-14
6880,13762,20.8,20,13732.3,96.7187,0,-1.19245e-13
6881,13764,20.8,20,13734.3,96.7184,0,-1.87092e-13
6882,13766,20.8,20,13736.3,96.7181,0,-3.6257e-13
6883,13768,20.8,20,13738.3,96.7178,0,-2.63615e-13
6884,13770,20.8,20,13740.3,96.7175,0,-1.98705e-16
6885,13772,20.8,20,13742.3,96.7172,0,-3.98734e-14
6886,13774,20.8,20,13744.3,96.7169,2.55074e-13,0
6887,13776,20.8,20,13746.3,96.7166,1.58901e-14,0
6888,13778,20.8,20,13748.3,96.7163,1.8964e-13,0
6889,13780,20.8,20,13750.3,96.716,8.87485e-14,0
6890,13782,20.8,20,13752.3,96.7157,3.9975e-13,0
6891,13784,20.8,20,13754.3,96.7154,1.53141e-13,0
6892,13786,20.8,20,13756.3,96.7151,1.04035e-12,0
6893,13788,20.8,20,13758.3,96.7148,1.49949e-13,0
6894,13790,20.8,20,13760.3,96.7145,0,-3.43251e-13
6895,13792,20.8,20,13762.3,96.7142,0,-1.28496e-13
6896,13794,20.8,20,13764.3,96.7139,0,-1.98638e-13
6897,13796,20.8,20,13766.3,96.7136,0,-3.23204e-13
6898,13798,20.8,20,13768.3,96.7133,0,-5.55622e-13
6899,13800,20.8,20,13770.3,96.713,0,-1.94245e-13
6900,13802,20.8,20,13772.3,96.7127,0,-2.369e-13
6901,13804,20.8,20,13774.3,96.7124,0,-3.67802e-13
6902,13806,20.8,20,13776.3,96.7121,0,-1.77245e-13
6903,13808,20.8,20,13778.3,96.7118,0,-2.37298e-13
6904,13810,20.8,20,13780.3,96.7115,0,-1.9632e-13
6905,13812,20.8,20,13782.3,96.7112,0,-2.27981e-13
6906,13814,20.8,20,13784.3,96.7109,7.99361e-14,0
6907,13816,20.8,20,13786.3,96.7106,0,-1.77112e-13
6908,13818,20.8,20,13788.3,96.7103,3.24046e-14,0
6909,13820,20.8,20,13790.3,96.71,5.2805e-13,0
6910,13822,20.8,20,13792.3,96.7097,4.67473e-13,0
6911,13824,20.8,20,13794.3,96.7094,5.34781e-13,0
6912,13826,20.8,20,13796.3,96.7091,4.78784e-13,0
6913,13828,20.8,20,13798.3,96.7088,1.07345e-13,0
6914,13830,20.8,20,13800.3,96.7085,0,-3.25589e-13
6915,13832,20.8,20,13802.3,96.7082,0,-4.90911e-13
6916,13834,20.8,20,13804.3,96.7079,0,-1.32381e-13
6917,13836,20.8,20,13806.3,96.7076,0,-1.73889e-13
6918,13838,20.8,20,13808.3,96.7073,0,-8.50677e-14
6919,13840,20.8,20,13810.3,96.707,1.86656e-14,0
6920,13842,20.8,20,13812.3,96.7067,0,-9.39432e-14
6921,13844,20.8,20,13814.3,96.7064,0,-7.52428e-14
6922,13846,20.8,20,13816.3,96.7061,0,-2.50302e-13
6923,13848,20.8,20,13818.3,96.7058,0,-2.04622e-13
6924,13850,20.8,20,13820.3,96.7055,0,-1.53842e-13
6925,13852,20.8,20,13822.3,96.7052,0,-1.17479e-13
6926,13854,20.8,20,13824.3,96.7049,0,-5.41581e-14
6927,13856,20.8,20,13826.3,96.7046,1.33921e-13,0
6928,13858,20.8,20,13828.3,96.7043,5.72459e-14,0
6929,13860,20.8,20,13830.3,96.704,0,-1.67111e-13
6930,13862,20.8,20,13832.3,96.7037,0,-2.41713e-13
6931,13864,20.8,20,13834.3,96.7034,0,-3.08103e-13
6932,13866,20.8,20,13836.3,96.7031,0,-2.95849e-13
6933,13868,20.8,20,13838.3,96.7028,0,-3.08301e-13
6934,13870,20.8,20,13840.3,96.7025,0,-1.32646e-13
6935,13872,20.8,20,13842.3,96.7022,0,-3.48727e-13
6936,13874,20.8,20,13844.3,96.7019,0,-3.48925e-13
6937,13876,20.8,20,13846.3,96.7016,0,-1.95835e-13
6938,13878,20.8,20,13848.3,96.7013,0,-1.35472e-13
6939,13880,20.8,20,13850.3,96.7009,6.20962e-13,0
6940,13882,20.8,20,13852.3,96.7006,4.41383e-13,0
6941,13884,20.8,20,13854.3,96.7003,4.21191e-14,0
6942,13886,20.8,20,13856.3,96.7,0,-1.46335e-13
6943,13888,20.8,20,13858.3,96.6997,0,-9.42081e-14
6944,13890,20.8,20,13860.3,96.6994,0,-2.89424e-13
6945,13892,20.8,20,13862.3,96.6991,0,-1.55409e-13
6946,13894,20.8,20,13864.3,96.6988,0,-1.96364e-13
6947,13896,20.8,20,13866.3,96.6985,0,-1.98859e-13
6948,13898,20.8,20,13868.3,96.6982,2.61249e-13,0
6949,13900,20.8,20,13870.3,96.6979,0,-3.09096e-16
6950,13902,20.8,20,13872.3,96.6976,0,-1.1112e-13
6951,13904,20.8,20,13874.3,96.6973,0,-2.03496e-13
6952,13906,20.8,20,13876.3,96.697,2.46678e-13,0
6953,13908,20.8,20,13878.3,96.6967,8.37802e-13,0
6954,13910,20.8,20,13880.3,96.6964,0,-9.35899e-14
6955,13912,20.8,20,13882.3,96.6961,0,-1.38983e-13
6956,13914,20.8,20,13884.3,96.6957,0,-2.71916e-13
6957,13916,20.8,20,13886.3,96.6954,0,-1.75235e-13
6958,13918,20.8,20,13888.3,96.6951,0,-3.19848e-13
6959,13920,20.8,20,13890.3,96.6948,9.4369e-14,0
6960,13922,20.8,20,13892.3,96.6945,2.67564e-13,0
6961,13924,20.8,20,13894.3,96.6942,8.7215e-13,0
6962,13926,20.8,20,13896.3,96.6939,1.27398e-12,0
6963,13928,20.8,20,13898.3,96.6936,7.78058e-13,0
6964,13930,20.8,20,13900.3,96.6933,5.58026e-13,0
6965,13932,20.8,20,13902.3,96.693,0,-6.57713e-14
6966,13934,20.8,20,13904.3,96.6927,0,-1.66294e-13
6967,13936,20.8,20,13906.3,96.6924,0,-5.04092e-13
6968,13938,20.8,20,13908.3,96.692,0,-8.39571e-13
6969,13940,20.8,20,13910.3,96.6917,0,-4.7709e-13
6970,13942,20.8,20,13912.3,96.6914,0,-5.94017e-13
6971,13944,20.8,20,13914.3,96.6911,0,-3.26119e-13
6972,13946,20.8,20,13916.3,96.6908,0,-1.71041e-13
6973,13948,20.8,20,13918.3,96.6905,0,-4.77222e-13
6974,13950,20.8,20,13920.3,96.6902,0,-2.40985e-13
6975,13952,20.8,20,13922.3,96.6899,0,-1.636e-13
6976,13954,20.8,20,13924.3,96.6896,1.45092e-13,0
6977,13956,20.8,20,13926.3,96.6893,0,-2.33147e-14
6978,13958,20.8,20,13928.3,96.689,4.92106e-13,0
6979,13960,20.8,20,13930.3,96.6886,1.52864e-13,0
6980,13962,20.8,20,13932.3,96.6883,9.59649e-14,0
6981,13964,20.8,20,13934.3,96.688,3.29597e-14,0
6982,13966,20.8,20,13936.3,96.6877,0,-1.82698e-13
6983,13968,20.8,20,13938.3,96.6874,0,-1.50022e-13
6984,13970,20.8,20,13940.3,96.6871,4.6789e-13,0
6985,13972,20.8,20,13942.3,96.6868,1.07539e-12,0
6986,13974,20.8,20,13944.3,96.6865,3.60822e-14,0
6987,13976,20.8,20,13946.3,96.6862,2.5438e-13,0
6988,13978,20.8,20,13948.3,96.6859,1.99632e-13,0
6989,13980,20.8,20,13950.3,96.6856,0,-5.02723e-14
6990,13982,20.8,20,13952.3,96.6852,0,-1.87533e-13
6991,13984,20.8,20,13954.3,96.6849,0,-8.74301e-14
6992,13986,20.8,20,13956.3,96.6846,2.20032e-13,0
6993,13988,20.8,20,13958.3,96.6843,6.07847e-13,0
6994,13990,20.8,20,13960.3,96.684,1.32352e-12,0
6995,13992,20.8,20,13962.3,96.6837,1.90056e-13,0
6996,13994,20.8,20,13964.3,96.6834,0,-2.20893e-13
6997,13996,20.8,20,13966.3,96.6831,0,-4.16595e-13
6998,13998,20.8,20,13968.3,96.6828,0,-5.45665e-13
6999,14000,20.8,20,13970.3,96.6825,0,-5.72071e-13
7000,14002,20.8,20,13972.3,96.6821,0,-4.86981e-13
7001,14004,20.8,20,13974.3,96.6818,0,-4.06815e-13
7002,14006,20.8,20,13976.3,96.6815,0,-4.10921e-13
7003,14008,20.8,20,13978.3,96.6812,0,-2.9097e-13
7004,14010,20.8,20,13980.3,96.6809,0,-2.02392e-13
7005,14012,20.8,20,13982.3,96.6806,0,-1.05976e-14
7006,14014,20.8,20,13984.3,96.6803,0,-2.20364e-13
7007,14016,20.8,20,13986.3,96.68,0,-1.5181e-13
7008,14018,20.8,20,13988.3,96.6797,3.80806e-13,0
7009,14020,20.8,20,13990.3,96.6793,1.72987e-13,0
7010,14022,20.8,20,13992.3,96.679,0,-9.25522e-14
7011,14024,20.8,20,13994.3,96.6787,0,-3.38858e-13
7012,14026,20.8,20,13996.3,96.6784,0,-8.61054e-15
7013,14028,20.8,20,13998.3,96.6781,0,-1.23638e-15
7014,14030,20.8,20,14000.3,96.6778,4.97519e-13,0
7015,14032,20.8,20,14002.3,96.6775,4.26395e-13,0
7016,14034,20.8,20,14004.3,96.6772,0,-2.42618e-13
7017,14036,20.8,20,14006.3,96.6769,9.60343e-14,0
7018,14038,20.8,20,14008.3,96.6765,0,-2.12459e-13
7019,14040,20.8,20,14010.3,96.6762,6.05627e-13,0
7020,14042,20.8,20,14012.3,96.6759,2.50841e-13,0
7021,14044,20.8,20,14014.3,96.6756,2.1011e-13,0
7022,14046,20.8,20,14016.3,96.6753,0,-1.44436e-13
7023,14048,20.8,20,14018.3,96.675,0,-7.99897e-14
7024,14050,20.8,20,14020.3,96.6747,0,-1.66272e-13
7025,14052,20.8,20,14022.3,96.6744,0,-2.14932e-13
7026,14054,20.8,20,14024.3,96.6741,0,-2.91323e-13
7027,14056,20.8,20,14026.3,96.6737,0,-1.71372e-13
7028,14058,20.8,20,14028.3,96.6734,0,-9.17353e-14
7029,14060,20.8,20,14030.3,96.6731,0,-1.62077e-13
7030,14062,20.8,20,14032.3,96.6728,5.17433e-13,0
7031,14064,20.8,20,14034.3,96.6725,0,-6.02075e-14
7032,14066,20.8,20,14036.3,96.6722,0,-3.33404e-13
7033,14068,20.8,20,14038.3,96.6719,0,-3.55129e-13
7034,14070,20.8,20,14040.3,96.6716,6.76542e-14,0
7035,14072,20.8,20,14042.3,96.6713,7.50788e-14,0
7036,14074,20.8,20,14044.3,96.671,1.31117e-12,0
7037,14076,20.8,20,14046.3,96.6706,5.59275e-13,0
7038,14078,20.8,20,14048.3,96.6703,4.44297e-13,0
7039,14080,20.8,20,14050.3,96.67,0,-2.7907e-14
7040,14082,20.8,20,14052.3,96.6697,0,-1.45717e-13
7041,14084,20.8,20,14054.3,96.6694,0,-8.6856e-14
7042,14086,20.8,20,14056.3,96.6691,0,-2.9766e-13
7043,14088,20.8,20,14058.3,96.6688,0,-1.31719e-13
7044,14090,20.8,20,14060.3,96.6685,1.03459e-13,0
7045,14092,20.8,20,14062.3,96.6682,1.69031e-13,0
