Step,pos_front,vel_front,Speed,Position,SOC,Throttle,Brake
38204,76410,20.8,20,76380.3,86.1408,1.97134e-13,0
38205,76412,20.8,20,76382.3,86.1405,0,-1.06528e-13
38206,76414,20.8,20,76384.3,86.1402,0,-8.18443e-14
38207,76416,20.8,20,76386.3,86.1398,0,-4.2015e-14
38208,76418,20.8,20,76388.3,86.1395,0,-3.54798e-14
38209,76420,20.8,20,76390.3,86.1391,0,-5.04622e-13
38210,76422,20.8,20,76392.3,86.1388,0,-2.08662e-13
38211,76424,20.8,20,76394.3,86.1384,0,-2.99536e-13
38212,76426,20.8,20,76396.3,86.1381,0,-4.18538e-13
38213,76428,20.8,20,76398.3,86.1377,0,-2.47387e-13
38214,76430,20.8,20,76400.3,86.1374,0,-3.9922e-13
38215,76432,20.8,20,76402.3,86.137,0,-5.2405e-13
38216,76434,20.8,20,76404.3,86.1367,0,-3.32146e-13
38217,76436,20.8,20,76406.3,86.1364,3.56243e-13,0
38218,76438,20.8,20,76408.3,86.136,3.40977e-13,0
38219,76440,20.8,20,76410.3,86.1357,6.17353e-13,0
38220,76442,20.8,20,76412.3,86.1353,2.15106e-15,0
38221,76444,20.8,20,76414.3,86.135,8.86791e-14,0
38222,76446,20.8,20,76416.3,86.1346,0,-3.48175e-14
38223,76448,20.8,20,76418.3,86.1343,0,-9.19561e-14
38224,76450,20.8,20,76420.3,86.1339,7.11237e-14,0
38225,76452,20.8,20,76422.3,86.1336,0,-2.15617e-13
38226,76454,20.8,20,76424.3,86.1333,2.86576e-13,0
38227,76456,20.8,20,76426.3,86.1329,1.55848e-13,0
38228,76458,20.8,20,76428.3,86.1326,0,-1.46865e-13
38229,76460,20.8,20,76430.3,86.1322,0,-1.09928e-13
38230,76462,20.8,20,76432.3,86.1319,0,-4.7667e-14
38231,76464,20.8,20,76434.3,86.1315,0,-1.29776e-13
38232,76466,20.8,20,76436.3,86.1312,2.59792e-13,0
38233,76468,20.8,20,76438.3,86.1308,0,-3.11966e-13
38234,76470,20.8,20,76440.3,86.1305,0,-9.02782e-14
38235,76472,20.8,20,76442.3,86.1302,0,-1.74904e-13
38236,76474,20.8,20,76444.3,86.1298,0,-2.69731e-13
38237,76476,20.8,20,76446.3,86.1295,0,-2.92604e-13
38238,76478,20.8,20,76448.3,86.1291,0,-2.77193e-13
38239,76480,20.8,20,76450.3,86.1288,0,-2.05924e-13
38240,76482,20.8,20,76452.3,86.1284,0,-2.50522e-13
38241,76484,20.8,20,76454.3,86.1281,1.00059e-13,0
38242,76486,20.8,20,76456.3,86.1277,0,-4.67839e-14
38243,76488,20.8,20,76458.3,86.1274,0,-2.60524e-14
38244,76490,20.8,20,76460.3,86.1271,3.42504e-13,0
38245,76492,20.8,20,76462.3,86.1267,2.97679e-13,0
38246,76494,20.8,20,76464.3,86.1264,0,-2.51406e-13
38247,76496,20.8,20,76466.3,86.126,0,-3.12143e-13
38248,76498,20.8,20,76468.3,86.1257,0,-4.01163e-14
38249,76500,20.8,20,76470.3,86.1253,0,-1.83956e-13
38250,76502,20.8,20,76472.3,86.125,0,-2.96291e-13
38251,76504,20.8,20,76474.3,86.1246,0,-1.01229e-13
38252,76506,20.8,20,76476.3,86.1243,0,-4.02046e-14
38253,76508,20.8,20,76478.3,86.124,3.29667e-13,0
38254,76510,20.8,20,76480.3,86.1236,0,-2.0142e-13
38255,76512,20.8,20,76482.3,86.1233,0,-3.01567e-13
38256,76514,20.8,20,76484.3,86.1229,4.40828e-13,0
38257,76516,20.8,20,76486.3,86.1226,7.19771e-13,0
38258,76518,20.8,20,76488.3,86.1222,1.08337e-12,0
38259,76520,20.8,20,76490.3,86.1219,5.36515e-13,0
38260,76522,20.8,20,76492.3,86.1215,0,-4.02112e-13
38261,76524,20.8,20,76494.3,86.1212,0,-3.60428e-13
38262,76526,20.8,20,76496.3,86.1209,0,-3.36517e-13
38263,76528,20.8,20,76498.3,86.1205,0,-2.78164e-13
38264,76530,20.8,20,76500.3,86.1202,7.50788e-14,0
38265,76532,20.8,20,76502.3,86.1198,4.1564e-13,0
38266,76534,20.8,20,76504.3,86.1195,0,-5.61893e-14
38267,76536,20.8,20,76506.3,86.1191,0,-3.13114e-13
38268,76538,20.8,20,76508.3,86.1188,0,-9.83147e-14
38269,76540,20.8,20,76510.3,86.1185,3.69149e-14,0
38270,76542,20.8,20,76512.3,86.1181,3.15234e-13,0
38271,76544,20.8,20,76514.3,86.1178,4.26603e-13,0
38272,76546,20.8,20,76516.3,86.1174,0,-4.30085e-14
38273,76548,20.8,20,76518.3,86.1171,2.7367e-13,0
38274,76550,20.8,20,76520.3,86.1167,1.22263e-13,0
38275,76552,20.8,20,76522.3,86.1164,8.25937e-13,0
38276,76554,20.8,20,76524.3,86.116,0,-1.23374e-13
38277,76556,20.8,20,76526.3,86.1157,6.84869e-14,0
38278,76558,20.8,20,76528.3,86.1154,0,-5.17736e-14
38279,76560,20.8,20,76530.3,86.115,0,-8.83794e-14
38280,76562,20.8,20,76532.3,86.1147,9.60343e-14,0
38281,76564,20.8,20,76534.3,86.1143,0,-2.18421e-13
38282,76566,20.8,20,76536.3,86.114,0,-2.51141e-13
38283,76568,20.8,20,76538.3,86.1136,1.60705e-13,0
38284,76570,20.8,20,76540.3,86.1133,0,-1.60796e-13
38285,76572,20.8,20,76542.3,86.113,0,-2.26766e-13
38286,76574,20.8,20,76544.3,86.1126,0,-2.21158e-13
38287,76576,20.8,20,76546.3,86.1123,0,-1.32161e-13
38288,76578,20.8,20,76548.3,86.1119,0,-3.07551e-13
38289,76580,20.8,20,76550.3,86.1116,0,-2.57278e-13
38290,76582,20.8,20,76552.3,86.1112,0,-1.65389e-13
38291,76584,20.8,20,76554.3,86.1109,7.66262e-13,0
38292,76586,20.8,20,76556.3,86.1105,0,-1.95459e-13
38293,76588,20.8,20,76558.3,86.1102,0,-7.22623e-14
38294,76590,20.8,20,76560.3,86.1099,0,-1.3938e-13
38295,76592,20.8,20,76562.3,86.1095,0,-9.0521e-16
38296,76594,20.8,20,76564.3,86.1092,0,-5.88166e-14
38297,76596,20.8,20,76566.3,86.1088,0,-4.40506e-13
38298,76598,20.8,20,76568.3,86.1085,0,-1.0081e-13
38299,76600,20.8,20,76570.3,86.1081,0,-3.75993e-13
38300,76602,20.8,20,76572.3,86.1078,0,-2.98697e-13
38301,76604,20.8,20,76574.3,86.1075,0,-7.74728e-14
38302,76606,20.8,20,76576.3,86.1071,4.91204e-13,0
38303,76608,20.8,20,76578.3,86.1068,5.23956e-13,0
38304,76610,20.8,20,76580.3,86.1064,1.82403e-12,0
38305,76612,20.8,20,76582.3,86.1061,1.99354e-13,0
38306,76614,20.8,20,76584.3,86.1057,2.56045e-14,0
38307,76616,20.8,20,76586.3,86.1054,0,-2.33147e-14
38308,76618,20.8,20,76588.3,86.1051,0,-3.26891e-13
38309,76620,20.8,20,76590.3,86.1047,2.31135e-13,0
38310,76622,20.8,20,76592.3,86.1044,8.11851e-14,0
38311,76624,20.8,20,76594.3,86.104,2.14204e-13,0
38312,76626,20.8,20,76596.3,86.1037,0,-1.63004e-13
38313,76628,20.8,20,76598.3,86.1033,2.51466e-13,0
38314,76630,20.8,20,76600.3,86.103,2.41543e-13,0
38315,76632,20.8,20,76602.3,86.1027,5.13617e-13,0
38316,76634,20.8,20,76604.3,86.1023,4.77327e-13,0
38317,76636,20.8,20,76606.3,86.102,0,-6.8796e-14
38318,76638,20.8,20,76608.3,86.1016,0,-3.49831e-13
38319,76640,20.8,20,76610.3,86.1013,0,-2.18332e-13
38320,76642,20.8,20,76612.3,86.1009,0,-6.10156e-13
38321,76644,20.8,20,76614.3,86.1006,0,-5.09081e-13
38322,76646,20.8,20,76616.3,86.1003,0,-4.58301e-13
38323,76648,20.8,20,76618.3,86.0999,0,-3.07286e-13
38324,76650,20.8,20,76620.3,86.0996,0,-1.42582e-13
38325,76652,20.8,20,76622.3,86.0992,0,-1.52981e-13
38326,76654,20.8,20,76624.3,86.0989,1.7028e-13,0
38327,76656,20.8,20,76626.3,86.0985,0,-1.89608e-13
38328,76658,20.8,20,76628.3,86.0982,0,-5.01619e-14
38329,76660,20.8,20,76630.3,86.0979,0,-6.1179e-14
38330,76662,20.8,20,76632.3,86.0975,1.57513e-14,0
38331,76664,20.8,20,76634.3,86.0972,1.00163e-12,0
38332,76666,20.8,20,76636.3,86.0968,1.62995e-12,0
38333,76668,20.8,20,76638.3,86.0965,5.16115e-13,0
38334,76670,20.8,20,76640.3,86.0961,0,-1.78459e-13
38335,76672,20.8,20,76642.3,86.0958,0,-1.16838e-13
38336,76674,20.8,20,76644.3,86.0955,0,-3.75044e-13
38337,76676,20.8,20,76646.3,86.0951,0,-6.26141e-14
38338,76678,20.8,20,76648.3,86.0948,0,-1.37769e-14
38339,76680,20.8,20,76650.3,86.0944,0,-4.78635e-13
38340,76682,20.8,20,76652.3,86.0941,0,-4.21651e-13
38341,76684,20.8,20,76654.3,86.0937,5.16878e-13,0
38342,76686,20.8,20,76656.3,86.0934,0,-2.17626e-13
38343,76688,20.8,20,76658.3,86.0931,0,-3.88401e-13
38344,76690,20.8,20,76660.3,86.0927,0,-5.6664e-13
38345,76692,20.8,20,76662.3,86.0924,0,-4.46224e-13
38346,76694,20.8,20,76664.3,86.092,0,-2.57102e-13
38347,76696,20.8,20,76666.3,86.0917,0,-1.27392e-13
38348,76698,20.8,20,76668.3,86.0913,2.12261e-13,0
38349,76700,20.8,20,76670.3,86.091,2.2829e-13,0
38350,76702,20.8,20,76672.3,86.0907,0,-2.6346e-13
38351,76704,20.8,20,76674.3,86.0903,0,-4.78083e-13
38352,76706,20.8,20,76676.3,86.09,0,-5.17096e-13
38353,76708,20.8,20,76678.3,86.0896,0,-2.28466e-13
38354,76710,20.8,20,76680.3,86.0893,6.11178e-13,0
38355,76712,20.8,20,76682.3,86.0889,5.79606e-13,0
38356,76714,20.8,20,76684.3,86.0886,5.85712e-13,0
38357,76716,20.8,20,76686.3,86.0883,6.53366e-13,0
38358,76718,20.8,20,76688.3,86.0879,1.16247e-12,0
38359,76720,20.8,20,76690.3,86.0876,3.25434e-14,0
38360,76722,20.8,20,76692.3,86.0872,0,-2.68229e-13
38361,76724,20.8,20,76694.3,86.0869,0,-1.34457e-14
38362,76726,20.8,20,76696.3,86.0865,3.30291e-14,0
38363,76728,20.8,20,76698.3,86.0862,0,-2.71122e-13
38364,76730,20.8,20,76700.3,86.0859,0,-5.56815e-14
38365,76732,20.8,20,76702.3,86.0855,0,-8.58183e-14
38366,76734,20.8,20,76704.3,86.0852,0,-1.15116e-13
38367,76736,20.8,20,76706.3,86.0848,0,-1.05093e-14
38368,76738,20.8,20,76708.3,86.0845,4.22717e-13,0
38369,76740,20.8,20,76710.3,86.0841,0,-3.85929e-14
38370,76742,20.8,20,76712.3,86.0838,5.34087e-13,0
38371,76744,20.8,20,76714.3,86.0835,0,-8.8247e-14
38372,76746,20.8,20,76716.3,86.0831,0,-2.47719e-13
38373,76748,20.8,20,76718.3,86.0828,0,-3.23226e-13
38374,76750,20.8,20,76720.3,86.0824,0,-6.43803e-14
38375,76752,20.8,20,76722.3,86.0821,0,-4.06793e-13
38376,76754,20.8,20,76724.3,86.0817,0,-4.65477e-13
38377,76756,20.8,20,76726.3,86.0814,0,-3.68266e-13
38378,76758,20.8,20,76728.3,86.0811,0,-4.99875e-13
38379,76760,20.8,20,76730.3,86.0807,0,-7.10038e-14
38380,76762,20.8,20,76732.3,86.0804,0,-7.60818e-14
38381,76764,20.8,20,76734.3,86.08,2.15661e-13,0
38382,76766,20.8,20,76736.3,86.0797,0,-5.15749e-14
38383,76768,20.8,20,76738.3,86.0794,1.1597e-12,0
38384,76770,20.8,20,76740.3,86.079,3.8719e-13,0
38385,76772,20.8,20,76742.3,86.0787,0,-2.99603e-14
38386,76774,20.8,20,76744.3,86.0783,1.49672e-13,0
38387,76776,20.8,20,76746.3,86.078,7.63001e-13,0
38388,76778,20.8,20,76748.3,86.0776,1.01738e-12,0
38389,76780,20.8,20,76750.3,86.0773,1.40304e-12,0
38390,76782,20.8,20,76752.3,86.077,1.50005e-12,0
38391,76784,20.8,20,76754.3,86.0766,1.1742e-12,0
38392,76786,20.8,20,76756.3,86.0763,3.04062e-13,0
38393,76788,20.8,20,76758.3,86.0759,0,-3.1084e-13
38394,76790,20.8,20,76760.3,86.0756,0,-5.17582e-13
38395,76792,20.8,20,76762.3,86.0752,0,-5.25861e-13
38396,76794,20.8,20,76764.3,86.0749,0,-1.20172e-13
38397,76796,20.8,20,76766.3,86.0746,4.54498e-14,0
38398,76798,20.8,20,76768.3,86.0742,0,-3.53915e-13
38399,76800,20.8,20,76770.3,86.0739,0,-2.72159e-13
38400,76802,20.8,20,76772.3,86.0735,0,-1.9908e-13
38401,76804,20.8,20,76774.3,86.0732,0,-3.38173e-13
38402,76806,20.8,20,76776.3,86.0728,0,-3.11525e-13
38403,76808,20.8,20,76778.3,86.0725,0,-2.13674e-13
38404,76810,20.8,20,76780.3,86.0722,0,-2.66441e-13
38405,76812,20.8,20,76782.3,86.0718,0,-3.72174e-13
38406,76814,20.8,20,76784.3,86.0715,0,-2.75294e-13
38407,76816,20.8,20,76786.3,86.0711,0,-5.00493e-13
38408,76818,20.8,20,76788.3,86.0708,8.58341e-14,0
38409,76820,20.8,20,76790.3,86.0705,1.39264e-13,0
38410,76822,20.8,20,76792.3,86.0701,6.38378e-15,0
38411,76824,20.8,20,76794.3,86.0698,0,-7.90403e-15
38412,76826,20.8,20,76796.3,86.0694,0,-1.27833e-13
38413,76828,20.8,20,76798.3,86.0691,0,-1.54703e-13
38414,76830,20.8,20,76800.3,86.0687,0,-1.41169e-13
38415,76832,20.8,20,76802.3,86.0684,1.95538e-13,0
38416,76834,20.8,20,76804.3,86.0681,7.2678e-13,0
38417,76836,20.8,20,76806.3,86.0677,1.8735e-14,0
38418,76838,20.8,20,76808.3,86.0674,1.44607e-13,0
38419,76840,20.8,20,76810.3,86.067,0,-1.34214e-13
38420,76842,20.8,20,76812.3,86.0667,0,-4.02487e-14
38421,76844,20.8,20,76814.3,86.0663,2.6236e-13,0
38422,76846,20.8,20,76816.3,86.066,1.54529e-13,0
38423,76848,20.8,20,76818.3,86.0657,0,-2.54894e-13
38424,76850,20.8,20,76820.3,86.0653,0,-2.18332e-13
38425,76852,20.8,20,76822.3,86.065,0,-6.44179e-13
38426,76854,20.8,20,76824.3,86.0646,0,-4.29357e-13
38427,76856,20.8,20,76826.3,86.0643,0,-4.31874e-13
38428,76858,20.8,20,76828.3,86.0639,0,-4.48079e-13
38429,76860,20.8,20,76830.3,86.0636,0,-3.00464e-13
38430,76862,20.8,20,76832.3,86.0633,0,-1.30461e-13
38431,76864,20.8,20,76834.3,86.0629,2.2829e-13,0
38432,76866,20.8,20,76836.3,86.0626,4.80865e-14,0
38433,76868,20.8,20,76838.3,86.0622,2.50702e-13,0
38434,76870,20.8,20,76840.3,86.0619,0,-1.05645e-13
38435,76872,20.8,20,76842.3,86.0616,0,-3.22343e-15
38436,76874,20.8,20,76844.3,86.0612,3.18842e-13,0
38437,76876,20.8,20,76846.3,86.0609,0,-2.12901e-13
38438,76878,20.8,20,76848.3,86.0605,0,-3.8637e-13
38439,76880,20.8,20,76850.3,86.0602,0,-2.43965e-13
38440,76882,20.8,20,76852.3,86.0598,0,-1.13306e-13
38441,76884,20.8,20,76854.3,86.0595,0,-1.03945e-13
38442,76886,20.8,20,76856.3,86.0592,4.32987e-14,0
38443,76888,20.8,20,76858.3,86.0588,2.71033e-13,0
38444,76890,20.8,20,76860.3,86.0585,9.07399e-13,0
38445,76892,20.8,20,76862.3,86.0581,1.67123e-12,0
38446,76894,20.8,20,76864.3,86.0578,1.83992e-12,0
38447,76896,20.8,20,76866.3,86.0574,1.06269e-12,0
38448,76898,20.8,20,76868.3,86.0571,3.90937e-13,0
38449,76900,20.8,20,76870.3,86.0568,0,-1.84773e-13
38450,76902,20.8,20,76872.3,86.0564,0,-1.17677e-14
38451,76904,20.8,20,76874.3,86.0561,0,-5.82867e-15
38452,76906,20.8,20,76876.3,86.0557,0,-2.4816e-14
38453,76908,20.8,20,76878.3,86.0554,1.64868e-13,0
38454,76910,20.8,20,76880.3,86.055,0,-1.13505e-13
38455,76912,20.8,20,76882.3,86.0547,0,-5.06697e-14
38456,76914,20.8,20,76884.3,86.0544,1.41831e-13,0
38457,76916,20.8,20,76886.3,86.054,0,-4.73624e-13
38458,76918,20.8,20,76888.3,86.0537,0,-4.45739e-13
38459,76920,20.8,20,76890.3,86.0533,0,-1.15646e-13
38460,76922,20.8,20,76892.3,86.053,0,-3.71489e-13
38461,76924,20.8,20,76894.3,86.0526,0,-6.49698e-13
38462,76926,20.8,20,76896.3,86.0523,0,-4.58875e-13
38463,76928,20.8,20,76898.3,86.052,0,-1.83559e-13
38464,76930,20.8,20,76900.3,86.0516,6.88824e-13,0
38465,76932,20.8,20,76902.3,86.0513,2.07195e-13,0
38466,76934,20.8,20,76904.3,86.0509,4.37428e-13,0
38467,76936,20.8,20,76906.3,86.0506,2.13302e-13,0
38468,76938,20.8,20,76908.3,86.0502,2.06016e-13,0
38469,76940,20.8,20,76910.3,86.0499,1.84713e-13,0
38470,76942,20.8,20,76912.3,86.0496,0,-2.73992e-14
38471,76944,20.8,20,76914.3,86.0492,3.05311e-13,0
38472,76946,20.8,20,76916.3,86.0489,4.46171e-14,0
38473,76948,20.8,20,76918.3,86.0485,0,-1.4203e-13
38474,76950,20.8,20,76920.3,86.0482,1.30382e-13,0
38475,76952,20.8,20,76922.3,86.0478,0,-2.0131e-13
38476,76954,20.8,20,76924.3,86.0475,0,-1.11275e-13
38477,76956,20.8,20,76926.3,86.0472,0,-1.94951e-14
38478,76958,20.8,20,76928.3,86.0468,0,-2.98322e-13
38479,76960,20.8,20,76930.3,86.0465,0,-1.28562e-13
38480,76962,20.8,20,76932.3,86.0461,9.58261e-14,0
38481,76964,20.8,20,76934.3,86.0458,0,-2.49043e-14
38482,76966,20.8,20,76936.3,86.0454,0,-1.43376e-13
38483,76968,20.8,20,76938.3,86.0451,0,-1.72078e-13
38484,76970,20.8,20,76940.3,86.0448,0,-2.42795e-13
38485,76972,20.8,20,76942.3,86.0444,0,-4.51788e-13
38486,76974,20.8,20,76944.3,86.0441,0,-3.67405e-13
38487,76976,20.8,20,76946.3,86.0437,0,-2.01972e-13
38488,76978,20.8,20,76948.3,86.0434,0,-1.18627e-13
38489,76980,20.8,20,76950.3,86.043,3.88162e-13,0
38490,76982,20.8,20,76952.3,86.0427,0,-1.64263e-14
38491,76984,20.8,20,76954.3,86.0424,5.37348e-13,0
38492,76986,20.8,20,76956.3,86.042,1.28834e-12,0
38493,76988,20.8,20,76958.3,86.0417,0,-1.05026e-13
38494,76990,20.8,20,76960.3,86.0413,0,-1.97424e-13
38495,76992,20.8,20,76962.3,86.041,0,-4.99411e-14
38496,76994,20.8,20,76964.3,86.0406,0,-1.67331e-13
38497,76996,20.8,20,76966.3,86.0403,0,-6.09582e-14
38498,76998,20.8,20,76968.3,86.04,0,-3.22299e-13
38499,77000,20.8,20,76970.3,86.0396,0,-1.86804e-13
38500,77002,20.8,20,76972.3,86.0393,0,-9.01678e-14
38501,77004,20.8,20,76974.3,86.0389,0,-2.8428e-13
38502,77006,20.8,20,76976.3,86.0386,0,-2.86223e-13
38503,77008,20.8,20,76978.3,86.0382,0,-3.58839e-13
38504,77010,20.8,20,76980.3,86.0379,0,-2.39086e-13
38505,77012,20.8,20,76982.3,86.0376,8.65974e-14,0
38506,77014,20.8,20,76984.3,86.0372,0,-1.83029e-14
38507,77016,20.8,20,76986.3,86.0369,2.21975e-13,0
38508,77018,20.8,20,76988.3,86.0365,0,-1.17788e-13
38509,77020,20.8,20,76990.3,86.0362,0,-4.13791e-13
38510,77022,20.8,20,76992.3,86.0358,0,-2.02877e-13
38511,77024,20.8,20,76994.3,86.0355,0,-7.62364e-14
38512,77026,20.8,20,76996.3,86.0352,0,-1.50508e-13
38513,77028,20.8,20,76998.3,86.0348,0,-1.30858e-13
38514,77030,20.8,20,77000.3,86.0345,0,-3.20135e-14
38515,77032,20.8,20,77002.3,86.0341,0,-8.63261e-15
38516,77034,20.8,20,77004.3,86.0338,0,-1.50971e-13
38517,77036,20.8,20,77006.3,86.0334,1.51268e-14,0
38518,77038,20.8,20,77008.3,86.0331,4.64906e-15,0
38519,77040,20.8,20,77010.3,86.0328,0,-4.30748e-14
38520,77042,20.8,20,77012.3,86.0324,2.79984e-13,0
38521,77044,20.8,20,77014.3,86.0321,5.43593e-13,0
38522,77046,20.8,20,77016.3,86.0317,9.49588e-13,0
38523,77048,20.8,20,77018.3,86.0314,1.83256e-13,0
38524,77050,20.8,20,77020.3,86.031,1.54959e-12,0
38525,77052,20.8,20,77022.3,86.0307,1.2252e-12,0
38526,77054,20.8,20,77024.3,86.0304,2.02616e-13,0
38527,77056,20.8,20,77026.3,86.03,2.36339e-13,0
38528,77058,20.8,20,77028.3,86.0297,0,-2.31712e-13
38529,77060,20.8,20,77030.3,86.0293,0,-4.19377e-13
38530,77062,20.8,20,77032.3,86.029,0,-3.80696e-13
38531,77064,20.8,20,77034.3,86.0286,0,-5.76464e-13
38532,77066,20.8,20,77036.3,86.0283,0,-5.56307e-13
38533,77068,20.8,20,77038.3,86.0279,0,-6.56697e-13
38534,77070,20.8,20,77040.3,86.0276,0,-6.42545e-13
38535,77072,20.8,20,77042.3,86.0273,0,-2.70658e-13
38536,77074,20.8,20,77044.3,86.0269,0,-1.05313e-14
38537,77076,20.8,20,77046.3,86.0266,5.83075e-13,0
38538,77078,20.8,20,77048.3,86.0262,5.65728e-13,0
38539,77080,20.8,20,77050.3,86.0259,2.62637e-13,0
38540,77082,20.8,20,77052.3,86.0255,0,-9.51354e-14
38541,77084,20.8,20,77054.3,86.0252,2.69021e-13,0
38542,77086,20.8,20,77056.3,86.0249,7.93948e-13,0
38543,77088,20.8,20,77058.3,86.0245,0,-1.68237e-14
38544,77090,20.8,20,77060.3,86.0242,7.43156e-14,0
38545,77092,20.8,20,77062.3,86.0238,3.64084e-13,0
38546,77094,20.8,20,77064.3,86.0235,0,-2.19525e-13
38547,77096,20.8,20,77066.3,86.0231,0,-3.49786e-13
38548,77098,20.8,20,77068.3,86.0228,0,-5.22925e-13
38549,77100,20.8,20,77070.3,86.0225,0,-2.36525e-13
38550,77102,20.8,20,77072.3,86.0221,3.69843e-14,0
38551,77104,20.8,20,77074.3,86.0218,8.6528e-13,0
38552,77106,20.8,20,77076.3,86.0214,1.24956e-12,0
38553,77108,20.8,20,77078.3,86.0211,3.66651e-13,0
38554,77110,20.8,20,77080.3,86.0207,0,-5.43126e-14
38555,77112,20.8,20,77082.3,86.0204,0,-3.46453e-13
38556,77114,20.8,20,77084.3,86.0201,0,-2.38821e-13
38557,77116,20.8,20,77086.3,86.0197,0,-1.2918e-13
38558,77118,20.8,20,77088.3,86.0194,0,-7.56844e-14
38559,77120,20.8,20,77090.3,86.019,0,-3.65109e-13
38560,77122,20.8,20,77092.3,86.0187,0,-3.06336e-13
38561,77124,20.8,20,77094.3,86.0183,0,-1.38806e-13
38562,77126,20.8,20,77096.3,86.018,0,-2.00537e-13
38563,77128,20.8,20,77098.3,86.0176,2.08999e-13,0
38564,77130,20.8,20,77100.3,86.0173,9.05456e-13,0
38565,77132,20.8,20,77102.3,86.017,6.98538e-13,0
38566,77134,20.8,20,77104.3,86.0166,0,-2.09059e-13
38567,77136,20.8,20,77106.3,86.0163,3.93227e-13,0
38568,77138,20.8,20,77108.3,86.0159,0,-2.46725e-13
38569,77140,20.8,20,77110.3,86.0156,0,-4.81638e-13
38570,77142,20.8,20,77112.3,86.0152,0,-2.09192e-13
38571,77144,20.8,20,77114.3,86.0149,0,-1.62364e-13
38572,77146,20.8,20,77116.3,86.0146,0,-1.60575e-13
38573,77148,20.8,20,77118.3,86.0142,0,-2.04246e-13
38574,77150,20.8,20,77120.3,86.0139,0,-1.79938e-14
38575,77152,20.8,20,77122.3,86.0135,6.00422e-13,0
38576,77154,20.8,20,77124.3,86.0132,0,-1.57529e-13
38577,77156,20.8,20,77126.3,86.0128,1.68615e-14,0
38578,77158,20.8,20,77128.3,86.0125,0,-1.22755e-14
38579,77160,20.8,20,77130.3,86.0122,0,-3.43185e-13
38580,77162,20.8,20,77132.3,86.0118,0,-1.57418e-13
38581,77164,20.8,20,77134.3,86.0115,0,-4.36355e-13
38582,77166,20.8,20,77136.3,86.0111,0,-3.03223e-13
38583,77168,20.8,20,77138.3,86.0108,0,-1.49382e-13
38584,77170,20.8,20,77140.3,86.0104,0,-2.73373e-13
38585,77172,20.8,20,77142.3,86.0101,0,-1.01097e-13
38586,77174,20.8,20,77144.3,86.0097,5.84602e-13,0
38587,77176,20.8,20,77146.3,86.0094,5.5761e-13,0
38588,77178,20.8,20,77148.3,86.0091,4.1217e-13,0
38589,77180,20.8,20,77150.3,86.0087,0,-6.29232e-14
38590,77182,20.8,20,77152.3,86.0084,4.5873e-13,0
38591,77184,20.8,20,77154.3,86.008,6.46913e-13,0
38592,77186,20.8,20,77156.3,86.0077,0,-2.07183e-13
38593,77188,20.8,20,77158.3,86.0073,0,-2.26744e-13
38594,77190,20.8,20,77160.3,86.007,0,-4.04165e-13
38595,77192,20.8,20,77162.3,86.0067,0,-2.97505e-13
38596,77194,20.8,20,77164.3,86.0063,0,-3.62879e-13
38597,77196,20.8,20,77166.3,86.006,0,-3.93877e-13
38598,77198,20.8,20,77168.3,86.0056,0,-2.20364e-13
38599,77200,20.8,20,77170.3,86.0053,0,-1.07963e-13
38600,77202,20.8,20,77172.3,86.0049,8.01234e-13,0
38601,77204,20.8,20,77174.3,86.0046,1.13104e-12,0
38602,77206,20.8,20,77176.3,86.0042,5.10286e-13,0
38603,77208,20.8,20,77178.3,86.0039,9.94621e-13,0
38604,77210,20.8,20,77180.3,86.0036,0,-1.12886e-13
38605,77212,20.8,20,77182.3,86.0032,3.72341e-13,0
38606,77214,20.8,20,77184.3,86.0029,1.42872e-13,0
38607,77216,20.8,20,77186.3,86.0025,0,-3.15101e-13
38608,77218,20.8,20,77188.3,86.0022,1.97967e-13,0
38609,77220,20.8,20,77190.3,86.0018,0,-3.11746e-14
38610,77222,20.8,20,77192.3,86.0015,4.85861e-13,0
38611,77224,20.8,20,77194.3,86.0012,0,-1.01008e-13
38612,77226,20.8,20,77196.3,86.0008,0,-1.29555e-13
38613,77228,20.8,20,77198.3,86.0005,2.05946e-13,0
38614,77230,20.8,20,77200.3,86.0001,0,-6.69635e-14
38615,77232,20.8,20,77202.3,85.9998,0,-2.08419e-13
38616,77234,20.8,20,77204.3,85.9994,0,-6.39101e-13
38617,77236,20.8,20,77206.3,85.9991,0,-4.14299e-13
38618,77238,20.8,20,77208.3,85.9988,0,-2.11091e-13
38619,77240,20.8,20,77210.3,85.9984,0,-1.14344e-13
38620,77242,20.8,20,77212.3,85.9981,0,-1.25339e-13
38621,77244,20.8,20,77214.3,85.9977,2.53061e-13,0
38622,77246,20.8,20,77216.3,85.9974,3.3834e-13,0
38623,77248,20.8,20,77218.3,85.997,5.54973e-13,0
38624,77250,20.8,20,77220.3,85.9967,0,-2.06145e-13
38625,77252,20.8,20,77222.3,85.9963,8.0505e-13,0
38626,77254,20.8,20,77224.3,85.996,6.48925e-13,0
38627,77256,20.8,20,77226.3,85.9957,4.5311e-14,0
38628,77258,20.8,20,77228.3,85.9953,0,-1.93384e-13
38629,77260,20.8,20,77230.3,85.995,0,-4.90955e-13
38630,77262,20.8,20,77232.3,85.9946,0,-1.81064e-13
38631,77264,20.8,20,77234.3,85.9943,0,-3.45812e-13
38632,77266,20.8,20,77236.3,85.9939,0,-3.57381e-13
