Step,TargetSpeed,pos_follow,Speed,Position,SOC
10621,75,21303.7,20.9143,21315.7,76.1606
10622,75,21305.7,20.9143,21317.7,76.1584
10623,75,21307.8,20.9143,21319.8,76.1562
10624,75,21309.9,20.9143,21321.9,76.1541
10625,75,21312,20.9143,21324,76.1519
10626,75,21314.1,20.9143,21326.1,76.1497
10627,75,21316.2,20.9143,21328.2,76.1475
10628,75,21318.3,20.9143,21330.3,76.1453
10629,75,21320.4,20.9143,21332.4,76.1432
10630,75,21322.5,20.9143,21334.5,76.141
10631,75,21324.6,20.9143,21336.6,76.1388
10632,75,21326.7,20.9143,21338.7,76.1366
10633,75,21328.8,20.9143,21340.8,76.1344
10634,75,21330.8,20.9143,21342.8,76.1323
10635,75,21332.9,20.9143,21344.9,76.1301
10636,75,21335,20.9143,21347,76.1279
10637,75,21337.1,20.9143,21349.1,76.1257
10638,75,21339.2,20.9143,21351.2,76.1235
10639,75,21341.3,20.9143,21353.3,76.1214
10640,75,21343.4,20.9143,21355.4,76.1192
10641,75,21345.5,20.9143,21357.5,76.117
10642,75,21347.6,20.9143,21359.6,76.1148
10643,75,21349.7,20.9143,21361.7,76.1126
10644,75,21351.8,20.9143,21363.8,76.1104
10645,75,21353.8,20.9143,21365.8,76.1083
10646,75,21355.9,20.9143,21367.9,76.1061
10647,75,21358,20.9143,21370,76.1039
10648,75,21360.1,20.9143,21372.1,76.1017
10649,75,21362.2,20.9143,21374.2,76.0995
10650,75,21364.3,20.9143,21376.3,76.0973
10651,75,21366.4,20.9143,21378.4,76.0951
10652,75,21368.5,20.9143,21380.5,76.0929
10653,75,21370.6,20.9143,21382.6,76.0907
10654,75,21372.7,20.9142,21384.7,76.0885
10655,75,21374.8,20.9142,21386.8,76.0863
10656,75,21376.9,20.9142,21388.9,76.0841
10657,75,21378.9,20.9142,21390.9,76.0819
10658,75,21381,20.9142,21393,76.0797
10659,75,21383.1,20.9142,21395.1,76.0775
10660,75,21385.2,20.9142,21397.2,76.0753
10661,75,21387.3,20.9142,21399.3,76.0731
10662,75,21389.4,20.9142,21401.4,76.0709
10663,75,21391.5,20.9142,21403.5,76.0687
10664,75,21393.6,20.9142,21405.6,76.0665
10665,75,21395.7,20.9142,21407.7,76.0642
10666,75,21397.8,20.9142,21409.8,76.062
10667,75,21399.9,20.9142,21411.9,76.0598
10668,75,21402,20.9142,21414,76.0576
10669,75,21404,20.9142,21416,76.0554
10670,75,21406.1,20.9142,21418.1,76.0532
10671,75,21408.2,20.9142,21420.2,76.0509
10672,75,21410.3,20.9142,21422.3,76.0487
10673,75,21412.4,20.9142,21424.4,76.0465
10674,75,21414.5,20.9142,21426.5,76.0443
10675,75,21416.6,20.9142,21428.6,76.042
10676,75,21418.7,20.9142,21430.7,76.0398
10677,75,21420.8,20.9142,21432.8,76.0376
10678,75,21422.9,20.9142,21434.9,76.0354
10679,75,21425,20.9142,21437,76.0331
10680,75,21427,20.9142,21439,76.0309
10681,75,21429.1,20.9142,21441.1,76.0287
10682,75,21431.2,20.9142,21443.2,76.0264
10683,75,21433.3,20.9142,21445.3,76.0242
10684,75,21435.4,20.9142,21447.4,76.0219
10685,75,21437.5,20.9142,21449.5,76.0197
10686,75,21439.6,20.9142,21451.6,76.0175
10687,75,21441.7,20.9142,21453.7,76.0152
10688,75,21443.8,20.9142,21455.8,76.013
10689,75,21445.9,20.9142,21457.9,76.0107
10690,75,21448,20.9142,21460,76.0085
10691,75,21450.1,20.9142,21462.1,76.0062
10692,75,21452.1,20.9142,21464.1,76.004
10693,75,21454.2,20.9142,21466.2,76.0017
10694,75,21456.3,20.9142,21468.3,75.9995
10695,75,21458.4,20.9142,21470.4,75.9972
10696,75,21460.5,20.9142,21472.5,75.995
10697,75,21462.6,20.9142,21474.6,75.9927
10698,75,21464.7,20.9142,21476.7,75.9905
10699,75,21466.8,20.9142,21478.8,75.9882
10700,75,21468.9,20.9142,21480.9,75.986
10701,75,21471,20.9142,21483,75.9837
10702,75,21473.1,20.9142,21485.1,75.9815
10703,75,21475.2,20.9142,21487.2,75.9792
10704,75,21477.2,20.9142,21489.2,75.977
10705,75,21479.3,20.9142,21491.3,75.9747
10706,75,21481.4,20.9142,21493.4,75.9724
10707,75,21483.5,20.9142,21495.5,75.9702
10708,75,21485.6,20.9142,21497.6,75.9679
10709,75,21487.7,20.9142,21499.7,75.9657
10710,75,21489.8,20.9142,21501.8,75.9634
10711,75,21491.9,20.9142,21503.9,75.9611
10712,75,21494,20.9142,21506,75.9589
10713,75,21496.1,20.9142,21508.1,75.9566
10714,75,21498.2,20.9142,21510.2,75.9544
10715,75,21500.2,20.9142,21512.2,75.9521
10716,75,21502.3,20.9142,21514.3,75.9498
10717,75,21504.4,20.9142,21516.4,75.9476
10718,75,21506.5,20.9142,21518.5,75.9453
10719,75,21508.6,20.9142,21520.6,75.9431
10720,75,21510.7,20.9142,21522.7,75.9408
10721,75,21512.8,20.9142,21524.8,75.9385
10722,75,21514.9,20.9142,21526.9,75.9363
10723,75,21517,20.9142,21529,75.934
10724,75,21519.1,20.9142,21531.1,75.9318
10725,75,21521.2,20.9142,21533.2,75.9295
10726,75,21523.3,20.9142,21535.3,75.9272
10727,75,21525.3,20.9142,21537.3,75.925
10728,75,21527.4,20.9142,21539.4,75.9227
10729,75,21529.5,20.9142,21541.5,75.9205
10730,75,21531.6,20.9142,21543.6,75.9182
10731,75,21533.7,20.9142,21545.7,75.9159
10732,75,21535.8,20.9142,21547.8,75.9137
10733,75,21537.9,20.9142,21549.9,75.9114
10734,75,21540,20.9142,21552,75.9091
10735,75,21542.1,20.9142,21554.1,75.9069
10736,75,21544.2,20.9142,21556.2,75.9046
10737,75,21546.3,20.9142,21558.3,75.9024
10738,75,21548.4,20.9142,21560.4,75.9001
10739,75,21550.4,20.9142,21562.4,75.8978
10740,75,21552.5,20.9142,21564.5,75.8956
10741,75,21554.6,20.9142,21566.6,75.8933
10742,75,21556.7,20.9142,21568.7,75.891
10743,75,21558.8,20.9142,21570.8,75.8888
10744,75,21560.9,20.9142,21572.9,75.8865
10745,75,21563,20.9142,21575,75.8843
10746,75,21565.1,20.9142,21577.1,75.882
10747,75,21567.2,20.9142,21579.2,75.8797
10748,75,21569.3,20.9142,21581.3,75.8775
10749,75,21571.4,20.9142,21583.4,75.8752
10750,75,21573.4,20.9142,21585.4,75.873
10751,75,21575.5,20.9142,21587.5,75.8707
10752,75,21577.6,20.9142,21589.6,75.8684
10753,75,21579.7,20.9142,21591.7,75.8662
10754,75,21581.8,20.9142,21593.8,75.8639
10755,75,21583.9,20.9142,21595.9,75.8617
10756,75,21586,20.9142,21598,75.8594
10757,75,21588.1,20.9142,21600.1,75.8571
10758,75,21590.2,20.9142,21602.2,75.8549
10759,75,21592.3,20.9142,21604.3,75.8526
10760,75,21594.4,20.9142,21606.4,75.8504
10761,75,21596.5,20.9142,21608.5,75.8481
10762,75,21598.5,20.9142,21610.5,75.8459
10763,75,21600.6,20.9142,21612.6,75.8436
10764,75,21602.7,20.9142,21614.7,75.8413
10765,75,21604.8,20.9142,21616.8,75.8391
10766,75,21606.9,20.9142,21618.9,75.8368
10767,75,21609,20.9142,21621,75.8346
10768,75,21611.1,20.9142,21623.1,75.8323
10769,75,21613.2,20.9142,21625.2,75.8301
10770,75,21615.3,20.9142,21627.3,75.8278
10771,75,21617.4,20.9142,21629.4,75.8256
10772,75,21619.5,20.9142,21631.5,75.8234
10773,75,21621.6,20.9142,21633.6,75.8211
10774,75,21623.6,20.9142,21635.6,75.8189
10775,75,21625.7,20.9142,21637.7,75.8166
10776,75,21627.8,20.9142,21639.8,75.8144
10777,75,21629.9,20.9142,21641.9,75.8122
10778,75,21632,20.9141,21644,75.8099
10779,75,21634.1,20.9141,21646.1,75.8077
10780,75,21636.2,20.9141,21648.2,75.8055
10781,75,21638.3,20.9141,21650.3,75.8032
10782,75,21640.4,20.9141,21652.4,75.801
10783,75,21642.5,20.9141,21654.5,75.7988
10784,75,21644.6,20.9141,21656.6,75.7965
10785,75,21646.6,20.9141,21658.6,75.7943
10786,75,21648.7,20.9141,21660.7,75.7921
10787,75,21650.8,20.9141,21662.8,75.7899
10788,75,21652.9,20.9141,21664.9,75.7877
10789,75,21655,20.9141,21667,75.7854
10790,75,21657.1,20.9141,21669.1,75.7832
10791,75,21659.2,20.9141,21671.2,75.781
10792,75,21661.3,20.9141,21673.3,75.7788
10793,75,21663.4,20.9141,21675.4,75.7766
10794,75,21665.5,20.9141,21677.5,75.7744
10795,75,21667.6,20.9141,21679.6,75.7722
10796,75,21669.7,20.9141,21681.7,75.77
10797,75,21671.7,20.9141,21683.7,75.7678
10798,75,21673.8,20.9141,21685.8,75.7656
10799,75,21675.9,20.9141,21687.9,75.7633
10800,75,21678,20.9141,21690,75.7611
10801,75,21680.1,20.9141,21692.1,75.7589
10802,75,21682.2,20.9141,21694.2,75.7567
10803,75,21684.3,20.9141,21696.3,75.7546
10804,75,21686.4,20.9141,21698.4,75.7524
10805,75,21688.5,20.9141,21700.5,75.7502
10806,75,21690.6,20.9141,21702.6,75.748
10807,75,21692.7,20.9141,21704.7,75.7458
10808,75,21694.8,20.9141,21706.8,75.7436
10809,75,21696.8,20.9141,21708.8,75.7414
10810,75,21698.9,20.9141,21710.9,75.7392
10811,75,21701,20.9141,21713,75.737
10812,75,21703.1,20.9141,21715.1,75.7349
10813,75,21705.2,20.9141,21717.2,75.7327
10814,75,21707.3,20.9141,21719.3,75.7305
10815,75,21709.4,20.9141,21721.4,75.7283
10816,75,21711.5,20.9141,21723.5,75.7262
10817,75,21713.6,20.9141,21725.6,75.724
10818,75,21715.7,20.9141,21727.7,75.7218
10819,75,21717.8,20.9141,21729.8,75.7196
10820,75,21719.8,20.9141,21731.8,75.7175
10821,75,21721.9,20.9141,21733.9,75.7153
10822,75,21724,20.9141,21736,75.7131
10823,75,21726.1,20.9141,21738.1,75.7109
10824,75,21728.2,20.9141,21740.2,75.7088
10825,75,21730.3,20.9141,21742.3,75.7066
10826,75,21732.4,20.9141,21744.4,75.7044
10827,75,21734.5,20.9141,21746.5,75.7022
10828,75,21736.6,20.9141,21748.6,75.7001
10829,75,21738.7,20.9141,21750.7,75.6979
10830,75,21740.8,20.9141,21752.8,75.6957
10831,75,21742.9,20.9141,21754.9,75.6935
10832,75,21744.9,20.9141,21756.9,75.6913
10833,75,21747,20.9141,21759,75.6891
10834,75,21749.1,20.9141,21761.1,75.6869
10835,75,21751.2,20.9141,21763.2,75.6847
10836,75,21753.3,20.9141,21765.3,75.6825
10837,75,21755.4,20.9141,21767.4,75.6803
10838,75,21757.5,20.9141,21769.5,75.6781
10839,75,21759.6,20.9141,21771.6,75.6759
10840,75,21761.7,20.9141,21773.7,75.6737
10841,75,21763.8,20.9141,21775.8,75.6715
10842,75,21765.9,20.9141,21777.9,75.6693
10843,75,21768,20.9141,21780,75.6671
10844,75,21770,20.9141,21782,75.6649
10845,75,21772.1,20.9141,21784.1,75.6627
10846,75,21774.2,20.9141,21786.2,75.6605
10847,75,21776.3,20.9141,21788.3,75.6582
10848,75,21778.4,20.9141,21790.4,75.656
10849,75,21780.5,20.9141,21792.5,75.6538
10850,75,21782.6,20.9141,21794.6,75.6516
10851,75,21784.7,20.9141,21796.7,75.6493
10852,75,21786.8,20.9141,21798.8,75.6471
10853,75,21788.9,20.9141,21800.9,75.6449
10854,75,21791,20.9141,21803,75.6427
10855,75,21793,20.9141,21805,75.6404
10856,75,21795.1,20.9141,21807.1,75.6382
10857,75,21797.2,20.9141,21809.2,75.6359
10858,75,21799.3,20.9141,21811.3,75.6337
10859,75,21801.4,20.9141,21813.4,75.6315
10860,75,21803.5,20.9141,21815.5,75.6292
10861,75,21805.6,20.9141,21817.6,75.627
10862,75,21807.7,20.9141,21819.7,75.6247
10863,75,21809.8,20.9141,21821.8,75.6225
10864,75,21811.9,20.9141,21823.9,75.6202
10865,75,21814,20.9141,21826,75.618
10866,75,21816.1,20.9141,21828.1,75.6157
10867,75,21818.1,20.9141,21830.1,75.6135
10868,75,21820.2,20.9141,21832.2,75.6112
10869,75,21822.3,20.9141,21834.3,75.609
10870,75,21824.4,20.9141,21836.4,75.6067
10871,75,21826.5,20.9141,21838.5,75.6045
10872,75,21828.6,20.9141,21840.6,75.6022
10873,75,21830.7,20.9141,21842.7,75.6
10874,75,21832.8,20.9141,21844.8,75.5977
10875,75,21834.9,20.9141,21846.9,75.5954
10876,75,21837,20.9141,21849,75.5932
10877,75,21839.1,20.9141,21851.1,75.5909
10878,75,21841.1,20.9141,21853.1,75.5886
10879,75,21843.2,20.9141,21855.2,75.5864
10880,75,21845.3,20.9141,21857.3,75.5841
10881,75,21847.4,20.9141,21859.4,75.5818
10882,75,21849.5,20.9141,21861.5,75.5796
10883,75,21851.6,20.9141,21863.6,75.5773
10884,75,21853.7,20.9141,21865.7,75.575
10885,75,21855.8,20.9141,21867.8,75.5728
10886,75,21857.9,20.9141,21869.9,75.5705
10887,75,21860,20.9141,21872,75.5682
10888,75,21862.1,20.9141,21874.1,75.566
10889,75,21864.2,20.9141,21876.2,75.5637
10890,75,21866.2,20.9141,21878.2,75.5614
10891,75,21868.3,20.9141,21880.3,75.5591
10892,75,21870.4,20.9141,21882.4,75.5569
10893,75,21872.5,20.9141,21884.5,75.5546
10894,75,21874.6,20.9141,21886.6,75.5523
10895,75,21876.7,20.9141,21888.7,75.55
10896,75,21878.8,20.9141,21890.8,75.5478
10897,75,21880.9,20.9141,21892.9,75.5455
10898,75,21883,20.9141,21895,75.5432
10899,75,21885.1,20.9141,21897.1,75.5409
10900,75,21887.2,20.9141,21899.2,75.5387
10901,75,21889.3,20.9141,21901.3,75.5364
10902,75,21891.3,20.914,21903.3,75.5341
10903,75,21893.4,20.914,21905.4,75.5319
10904,75,21895.5,20.914,21907.5,75.5296
10905,75,21897.6,20.914,21909.6,75.5273
10906,75,21899.7,20.914,21911.7,75.525
10907,75,21901.8,20.914,21913.8,75.5228
10908,75,21903.9,20.914,21915.9,75.5205
10909,75,21906,20.914,21918,75.5182
10910,75,21908.1,20.914,21920.1,75.5159
10911,75,21910.2,20.914,21922.2,75.5137
10912,75,21912.3,20.914,21924.3,75.5114
10913,75,21914.3,20.914,21926.3,75.5091
10914,75,21916.4,20.914,21928.4,75.5068
10915,75,21918.5,20.914,21930.5,75.5046
10916,75,21920.6,20.914,21932.6,75.5023
10917,75,21922.7,20.914,21934.7,75.5
10918,75,21924.8,20.914,21936.8,75.4977
10919,75,21926.9,20.914,21938.9,75.4955
10920,75,21929,20.914,21941,75.4932
10921,75,21931.1,20.914,21943.1,75.4909
10922,75,21933.2,20.914,21945.2,75.4887
10923,75,21935.3,20.914,21947.3,75.4864
10924,75,21937.4,20.914,21949.4,75.4841
10925,75,21939.4,20.914,21951.4,75.4819
10926,75,21941.5,20.914,21953.5,75.4796
10927,75,21943.6,20.914,21955.6,75.4773
10928,75,21945.7,20.914,21957.7,75.4751
10929,75,21947.8,20.914,21959.8,75.4728
10930,75,21949.9,20.914,21961.9,75.4705
10931,75,21952,20.914,21964,75.4683
10932,75,21954.1,20.914,21966.1,75.466
10933,75,21956.2,20.914,21968.2,75.4637
10934,75,21958.3,20.914,21970.3,75.4615
10935,75,21960.4,20.914,21972.4,75.4592
10936,75,21962.5,20.914,21974.5,75.457
10937,75,21964.5,20.914,21976.5,75.4547
10938,75,21966.6,20.914,21978.6,75.4525
10939,75,21968.7,20.914,21980.7,75.4502
10940,75,21970.8,20.914,21982.8,75.4479
10941,75,21972.9,20.914,21984.9,75.4457
10942,75,21975,20.914,21987,75.4434
10943,75,21977.1,20.914,21989.1,75.4412
10944,75,21979.2,20.914,21991.2,75.4389
10945,75,21981.3,20.914,21993.3,75.4367
10946,75,21983.4,20.914,21995.4,75.4344
10947,75,21985.5,20.914,21997.5,75.4322
10948,75,21987.5,20.914,21999.5,75.4299
10949,75,21989.6,20.914,22001.6,75.4277
10950,75,21991.7,20.914,22003.7,75.4255
10951,75,21993.8,20.914,22005.8,75.4232
10952,75,21995.9,20.914,22007.9,75.421
10953,75,21998,20.914,22010,75.4187
10954,75,22000.1,20.914,22012.1,75.4165
10955,75,22002.2,20.914,22014.2,75.4142
10956,75,22004.3,20.914,22016.3,75.412
10957,75,22006.4,20.914,22018.4,75.4097
10958,75,22008.5,20.914,22020.5,75.4075
10959,75,22010.6,20.914,22022.6,75.4053
10960,75,22012.6,20.914,22024.6,75.403
10961,75,22014.7,20.914,22026.7,75.4008
10962,75,22016.8,20.914,22028.8,75.3986
10963,75,22018.9,20.914,22030.9,75.3963
10964,75,22021,20.914,22033,75.3941
10965,75,22023.1,20.914,22035.1,75.3918
10966,75,22025.2,20.914,22037.2,75.3896
10967,75,22027.3,20.914,22039.3,75.3874
10968,75,22029.4,20.914,22041.4,75.3851
10969,75,22031.5,20.914,22043.5,75.3829
10970,75,22033.6,20.914,22045.6,75.3807
10971,75,22035.7,20.914,22047.7,75.3784
10972,75,22037.7,20.914,22049.7,75.3762
10973,75,22039.8,20.914,22051.8,75.374
10974,75,22041.9,20.914,22053.9,75.3717
10975,75,22044,20.914,22056,75.3695
10976,75,22046.1,20.914,22058.1,75.3673
10977,75,22048.2,20.914,22060.2,75.365
10978,75,22050.3,20.914,22062.3,75.3628
10979,75,22052.4,20.914,22064.4,75.3606
10980,75,22054.5,20.914,22066.5,75.3584
10981,75,22056.6,20.914,22068.6,75.3561
10982,75,22058.7,20.914,22070.7,75.3539
10983,75,22060.7,20.914,22072.7,75.3517
10984,75,22062.8,20.914,22074.8,75.3494
10985,75,22064.9,20.914,22076.9,75.3472
10986,75,22067,20.914,22079,75.345
10987,75,22069.1,20.914,22081.1,75.3428
10988,75,22071.2,20.914,22083.2,75.3406
10989,75,22073.3,20.914,22085.3,75.3383
10990,75,22075.4,20.914,22087.4,75.3361
10991,75,22077.5,20.914,22089.5,75.3339
10992,75,22079.6,20.914,22091.6,75.3317
10993,75,22081.7,20.914,22093.7,75.3294
10994,75,22083.8,20.914,22095.8,75.3272
10995,75,22085.8,20.914,22097.8,75.325
10996,75,22087.9,20.914,22099.9,75.3228
10997,75,22090,20.914,22102,75.3206
10998,75,22092.1,20.914,22104.1,75.3184
10999,75,22094.2,20.914,22106.2,75.3161
11000,75,22096.3,20.914,22108.3,75.3139
11001,75,22098.4,20.914,22110.4,75.3117
11002,75,22100.5,20.914,22112.5,75.3095
11003,75,22102.6,20.914,22114.6,75.3073
11004,75,22104.7,20.914,22116.7,75.3051
11005,75,22106.8,20.914,22118.8,75.3029
11006,75,22108.8,20.914,22120.8,75.3007
11007,75,22110.9,20.914,22122.9,75.2984
11008,75,22113,20.914,22125,75.2962
11009,75,22115.1,20.914,22127.1,75.294
11010,75,22117.2,20.914,22129.2,75.2918
11011,75,22119.3,20.914,22131.3,75.2896
11012,75,22121.4,20.914,22133.4,75.2874
11013,75,22123.5,20.914,22135.5,75.2852
11014,75,22125.6,20.914,22137.6,75.283
11015,75,22127.7,20.914,22139.7,75.2808
11016,75,22129.8,20.914,22141.8,75.2786
11017,75,22131.9,20.914,22143.9,75.2764
11018,75,22133.9,20.914,22145.9,75.2742
11019,75,22136,20.914,22148,75.272
11020,75,22138.1,20.914,22150.1,75.2698
11021,75,22140.2,20.914,22152.2,75.2675
11022,75,22142.3,20.914,22154.3,75.2653
11023,75,22144.4,20.914,22156.4,75.2631
11024,75,22146.5,20.914,22158.5,75.2609
11025,75,22148.6,20.9139,22160.6,75.2587
11026,75,22150.7,20.9139,22162.7,75.2565
11027,75,22152.8,20.9139,22164.8,75.2543
11028,75,22154.9,20.9139,22166.9,75.2521
11029,75,22157,20.9139,22169,75.2499
11030,75,22159,20.9139,22171,75.2477
11031,75,22161.1,20.9139,22173.1,75.2455
11032,75,22163.2,20.9139,22175.2,75.2433
11033,75,22165.3,20.9139,22177.3,75.2411
11034,75,22167.4,20.9139,22179.4,75.2388
11035,75,22169.5,20.9139,22181.5,75.2366
11036,75,22171.6,20.9139,22183.6,75.2344
11037,75,22173.7,20.9139,22185.7,75.2322
11038,75,22175.8,20.9139,22187.8,75.23
11039,75,22177.9,20.9139,22189.9,75.2278
11040,75,22180,20.9139,22192,75.2256
11041,75,22182,20.9139,22194,75.2233
11042,75,22184.1,20.9139,22196.1,75.2211
11043,75,22186.2,20.9139,22198.2,75.2189
11044,75,22188.3,20.9139,22200.3,75.2167
11045,75,22190.4,20.9139,22202.4,75.2145
11046,75,22192.5,20.9139,22204.5,75.2122
11047,75,22194.6,20.9139,22206.6,75.21
11048,75,22196.7,20.9139,22208.7,75.2078
11049,75,22198.8,20.9139,22210.8,75.2056
11050,75,22200.9,20.9139,22212.9,75.2034
11051,75,22203,20.9139,22215,75.2011
11052,75,22205.1,20.9139,22217.1,75.1989
11053,75,22207.1,20.9139,22219.1,75.1967
11054,75,22209.2,20.9139,22221.2,75.1945
11055,75,22211.3,20.9139,22223.3,75.1922
11056,75,22213.4,20.9139,22225.4,75.19
11057,75,22215.5,20.9139,22227.5,75.1878
11058,75,22217.6,20.9139,22229.6,75.1856
11059,75,22219.7,20.9139,22231.7,75.1833
11060,75,22221.8,20.9139,22233.8,75.1811
11061,75,22223.9,20.9139,22235.9,75.1789
11062,75,22226,20.9139,22238,75.1766
11063,75,22228.1,20.9139,22240.1,75.1744
11064,75,22230.2,20.9139,22242.2,75.1722
11065,75,22232.2,20.9139,22244.2,75.17
11066,75,22234.3,20.9139,22246.3,75.1677
11067,75,22236.4,20.9139,22248.4,75.1655
11068,75,22238.5,20.9139,22250.5,75.1633
11069,75,22240.6,20.9139,22252.6,75.161
11070,75,22242.7,20.9139,22254.7,75.1588
11071,75,22244.8,20.9139,22256.8,75.1566
11072,75,22246.9,20.9139,22258.9,75.1543
11073,75,22249,20.9139,22261,75.1521
11074,75,22251.1,20.9139,22263.1,75.1499
11075,75,22253.2,20.9139,22265.2,75.1476
11076,75,22255.2,20.9139,22267.2,75.1454
11077,75,22257.3,20.9139,22269.3,75.1432
11078,75,22259.4,20.9139,22271.4,75.1409
11079,75,22261.5,20.9139,22273.5,75.1387
11080,75,22263.6,20.9139,22275.6,75.1365
11081,75,22265.7,20.9139,22277.7,75.1342
11082,75,22267.8,20.9139,22279.8,75.132
11083,75,22269.9,20.9139,22281.9,75.1298
11084,75,22272,20.9139,22284,75.1275
11085,75,22274.1,20.9139,22286.1,75.1253
11086,75,22276.2,20.9139,22288.2,75.123
11087,75,22278.3,20.9139,22290.3,75.1208
11088,75,22280.3,20.9139,22292.3,75.1186
11089,75,22282.4,20.9139,22294.4,75.1163
11090,75,22284.5,20.9139,22296.5,75.1141
11091,75,22286.6,20.9139,22298.6,75.1118
11092,75,22288.7,20.9139,22300.7,75.1096
11093,75,22290.8,20.9139,22302.8,75.1073
11094,75,22292.9,20.9139,22304.9,75.1051
11095,75,22295,20.9139,22307,75.1029
11096,75,22297.1,20.9139,22309.1,75.1006
11097,75,22299.2,20.9139,22311.2,75.0984
11098,75,22301.3,20.9139,22313.3,75.0961
11099,75,22303.3,20.9139,22315.3,75.0939
11100,75,22305.4,20.9139,22317.4,75.0916
11101,75,22307.5,20.9139,22319.5,75.0894
11102,75,22309.6,20.9139,22321.6,75.0871
11103,75,22311.7,20.9139,22323.7,75.0849
11104,75,22313.8,20.9139,22325.8,75.0826
11105,75,22315.9,20.9139,22327.9,75.0803
11106,75,22318,20.9139,22330,75.0781
11107,75,22320.1,20.9139,22332.1,75.0758
11108,75,22322.2,20.9139,22334.2,75.0736
11109,75,22324.3,20.9139,22336.3,75.0713
11110,75,22326.4,20.9139,22338.4,75.069
11111,75,22328.4,20.9139,22340.4,75.0668
11112,75,22330.5,20.9139,22342.5,75.0645
11113,75,22332.6,20.9139,22344.6,75.0623
11114,75,22334.7,20.9139,22346.7,75.06
11115,75,22336.8,20.9139,22348.8,75.0577
11116,75,22338.9,20.9139,22350.9,75.0555
11117,75,22341,20.9139,22353,75.0532
11118,75,22343.1,20.9139,22355.1,75.0509
11119,75,22345.2,20.9139,22357.2,75.0487
11120,75,22347.3,20.9139,22359.3,75.0464
11121,75,22349.4,20.9139,22361.4,75.0441
11122,75,22351.5,20.9139,22363.5,75.0419
11123,75,22353.5,20.9139,22365.5,75.0396
11124,75,22355.6,20.9139,22367.6,75.0373
11125,75,22357.7,20.9139,22369.7,75.0351
11126,75,22359.8,20.9139,22371.8,75.0328
11127,75,22361.9,20.9139,22373.9,75.0305
11128,75,22364,20.9139,22376,75.0283
11129,75,22366.1,20.9139,22378.1,75.026
11130,75,22368.2,20.9139,22380.2,75.0237
11131,75,22370.3,20.9139,22382.3,75.0215
11132,75,22372.4,20.9139,22384.4,75.0192
11133,75,22374.5,20.9139,22386.5,75.0169
11134,75,22376.5,20.9139,22388.5,75.0146
11135,75,22378.6,20.9139,22390.6,75.0124
11136,75,22380.7,20.9139,22392.7,75.0101
11137,75,22382.8,20.9139,22394.8,75.0078
11138,75,22384.9,20.9139,22396.9,75.0056
11139,75,22387,20.9139,22399,75.0033
11140,75,22389.1,20.9139,22401.1,75.001
11141,75,22391.2,20.9139,22403.2,74.9988
11142,75,22393.3,20.9139,22405.3,74.9965
11143,75,22395.4,20.9139,22407.4,74.9942
11144,75,22397.5,20.9139,22409.5,74.992
11145,75,22399.6,20.9139,22411.6,74.9897
11146,75,22401.6,20.9139,22413.6,74.9874
11147,75,22403.7,20.9139,22415.7,74.9851
11148,75,22405.8,20.9139,22417.8,74.9829
11149,75,22407.9,20.9139,22419.9,74.9806
11150,75,22410,20.9138,22422,74.9783
11151,75,22412.1,20.9138,22424.1,74.9761
11152,75,22414.2,20.9138,22426.2,74.9738
11153,75,22416.3,20.9138,22428.3,74.9715
11154,75,22418.4,20.9138,22430.4,74.9692
11155,75,22420.5,20.9138,22432.5,74.967
11156,75,22422.6,20.9138,22434.6,74.9647
11157,75,22424.6,20.9138,22436.6,74.9624
11158,75,22426.7,20.9138,22438.7,74.9601
11159,75,22428.8,20.9138,22440.8,74.9579
11160,75,22430.9,20.9138,22442.9,74.9556
11161,75,22433,20.9138,22445,74.9533
11162,75,22435.1,20.9138,22447.1,74.951
11163,75,22437.2,20.9138,22449.2,74.9488
11164,75,22439.3,20.9138,22451.3,74.9465
11165,75,22441.4,20.9138,22453.4,74.9442
11166,75,22443.5,20.9138,22455.5,74.9419
11167,75,22445.6,20.9138,22457.6,74.9397
11168,75,22447.7,20.9138,22459.7,74.9374
11169,75,22449.7,20.9138,22461.7,74.9351
11170,75,22451.8,20.9138,22463.8,74.9328
11171,75,22453.9,20.9138,22465.9,74.9306
11172,75,22456,20.9138,22468,74.9283
11173,75,22458.1,20.9138,22470.1,74.926
11174,75,22460.2,20.9138,22472.2,74.9238
11175,75,22462.3,20.9138,22474.3,74.9215
11176,75,22464.4,20.9138,22476.4,74.9192
11177,75,22466.5,20.9138,22478.5,74.9169
11178,75,22468.6,20.9138,22480.6,74.9147
11179,75,22470.7,20.9138,22482.7,74.9124
11180,75,22472.8,20.9138,22484.8,74.9101
11181,75,22474.8,20.9138,22486.8,74.9079
11182,75,22476.9,20.9138,22488.9,74.9056
11183,75,22479,20.9138,22491,74.9033
11184,75,22481.1,20.9138,22493.1,74.9011
11185,75,22483.2,20.9138,22495.2,74.8988
11186,75,22485.3,20.9138,22497.3,74.8965
11187,75,22487.4,20.9138,22499.4,74.8943
11188,75,22489.5,20.9138,22501.5,74.892
11189,75,22491.6,20.9138,22503.6,74.8897
11190,75,22493.7,20.9138,22505.7,74.8875
11191,75,22495.8,20.9138,22507.8,74.8852
11192,75,22497.8,20.9138,22509.8,74.883
11193,75,22499.9,20.9138,22511.9,74.8807
11194,75,22502,20.9138,22514,74.8785
11195,75,22504.1,20.9138,22516.1,74.8762
