Step,TargetSpeed,pos_follow,Speed,Position,SOC
17206,75,35074,20.9091,35086,61.7931
17207,75,35076.1,20.9091,35088.1,61.7909
17208,75,35078.2,20.9091,35090.2,61.7888
17209,75,35080.3,20.9091,35092.3,61.7866
17210,75,35082.4,20.9091,35094.4,61.7844
17211,75,35084.4,20.9091,35096.4,61.7823
17212,75,35086.5,20.9091,35098.5,61.7801
17213,75,35088.6,20.9091,35100.6,61.7779
17214,75,35090.7,20.9091,35102.7,61.7758
17215,75,35092.8,20.9091,35104.8,61.7736
17216,75,35094.9,20.9091,35106.9,61.7714
17217,75,35097,20.9091,35109,61.7692
17218,75,35099.1,20.9091,35111.1,61.7671
17219,75,35101.2,20.9091,35113.2,61.7649
17220,75,35103.3,20.9091,35115.3,61.7627
17221,75,35105.4,20.9091,35117.4,61.7605
17222,75,35107.4,20.9091,35119.4,61.7584
17223,75,35109.5,20.9091,35121.5,61.7562
17224,75,35111.6,20.9091,35123.6,61.754
17225,75,35113.7,20.9091,35125.7,61.7518
17226,75,35115.8,20.9091,35127.8,61.7496
17227,75,35117.9,20.9091,35129.9,61.7475
17228,75,35120,20.9091,35132,61.7453
17229,75,35122.1,20.9091,35134.1,61.7431
17230,75,35124.2,20.9091,35136.2,61.7409
17231,75,35126.3,20.9091,35138.3,61.7387
17232,75,35128.4,20.9091,35140.4,61.7366
17233,75,35130.4,20.9091,35142.4,61.7344
17234,75,35132.5,20.9091,35144.5,61.7322
17235,75,35134.6,20.9091,35146.6,61.73
17236,75,35136.7,20.9091,35148.7,61.7278
17237,75,35138.8,20.9091,35150.8,61.7257
17238,75,35140.9,20.9091,35152.9,61.7235
17239,75,35143,20.9091,35155,61.7213
17240,75,35145.1,20.9091,35157.1,61.7191
17241,75,35147.2,20.9091,35159.2,61.7169
17242,75,35149.3,20.9091,35161.3,61.7147
17243,75,35151.4,20.9091,35163.4,61.7126
17244,75,35153.4,20.9091,35165.4,61.7104
17245,75,35155.5,20.9091,35167.5,61.7082
17246,75,35157.6,20.9091,35169.6,61.706
17247,75,35159.7,20.9091,35171.7,61.7038
17248,75,35161.8,20.9091,35173.8,61.7016
17249,75,35163.9,20.9091,35175.9,61.6995
17250,75,35166,20.9091,35178,61.6973
17251,75,35168.1,20.9091,35180.1,61.6951
17252,75,35170.2,20.9091,35182.2,61.6929
17253,75,35172.3,20.9091,35184.3,61.6907
17254,75,35174.4,20.9091,35186.4,61.6885
17255,75,35176.4,20.9091,35188.4,61.6864
17256,75,35178.5,20.9091,35190.5,61.6842
17257,75,35180.6,20.9091,35192.6,61.682
17258,75,35182.7,20.9091,35194.7,61.6798
17259,75,35184.8,20.9091,35196.8,61.6776
17260,75,35186.9,20.9091,35198.9,61.6755
17261,75,35189,20.9091,35201,61.6733
17262,75,35191.1,20.9091,35203.1,61.6711
17263,75,35193.2,20.9091,35205.2,61.6689
17264,75,35195.3,20.9091,35207.3,61.6667
17265,75,35197.4,20.9091,35209.4,61.6645
17266,75,35199.4,20.9091,35211.4,61.6624
17267,75,35201.5,20.9091,35213.5,61.6602
17268,75,35203.6,20.9091,35215.6,61.658
17269,75,35205.7,20.9091,35217.7,61.6558
17270,75,35207.8,20.9091,35219.8,61.6536
17271,75,35209.9,20.9091,35221.9,61.6514
17272,75,35212,20.9091,35224,61.6493
17273,75,35214.1,20.9091,35226.1,61.6471
17274,75,35216.2,20.9091,35228.2,61.6449
17275,75,35218.3,20.9091,35230.3,61.6427
17276,75,35220.4,20.9091,35232.4,61.6405
17277,75,35222.4,20.9091,35234.4,61.6384
17278,75,35224.5,20.9091,35236.5,61.6362
17279,75,35226.6,20.9091,35238.6,61.634
17280,75,35228.7,20.9091,35240.7,61.6318
17281,75,35230.8,20.9091,35242.8,61.6296
17282,75,35232.9,20.9091,35244.9,61.6275
17283,75,35235,20.9091,35247,61.6253
17284,75,35237.1,20.9091,35249.1,61.6231
17285,75,35239.2,20.9091,35251.2,61.6209
17286,75,35241.3,20.9091,35253.3,61.6187
17287,75,35243.4,20.9091,35255.4,61.6166
17288,75,35245.4,20.9091,35257.4,61.6144
17289,75,35247.5,20.9091,35259.5,61.6122
17290,75,35249.6,20.9091,35261.6,61.61
17291,75,35251.7,20.9091,35263.7,61.6079
17292,75,35253.8,20.9091,35265.8,61.6057
17293,75,35255.9,20.9091,35267.9,61.6035
17294,75,35258,20.9091,35270,61.6013
17295,75,35260.1,20.909,35272.1,61.5992
17296,75,35262.2,20.909,35274.2,61.597
17297,75,35264.3,20.909,35276.3,61.5948
17298,75,35266.4,20.909,35278.4,61.5927
17299,75,35268.4,20.909,35280.4,61.5905
17300,75,35270.5,20.909,35282.5,61.5883
17301,75,35272.6,20.909,35284.6,61.5862
17302,75,35274.7,20.909,35286.7,61.584
17303,75,35276.8,20.909,35288.8,61.5818
17304,75,35278.9,20.909,35290.9,61.5797
17305,75,35281,20.909,35293,61.5775
17306,75,35283.1,20.909,35295.1,61.5753
17307,75,35285.2,20.909,35297.2,61.5732
17308,75,35287.3,20.909,35299.3,61.571
17309,75,35289.4,20.909,35301.4,61.5688
17310,75,35291.4,20.909,35303.4,61.5667
17311,75,35293.5,20.909,35305.5,61.5645
17312,75,35295.6,20.909,35307.6,61.5624
17313,75,35297.7,20.909,35309.7,61.5602
17314,75,35299.8,20.909,35311.8,61.5581
17315,75,35301.9,20.909,35313.9,61.5559
17316,75,35304,20.909,35316,61.5538
17317,75,35306.1,20.909,35318.1,61.5516
17318,75,35308.2,20.909,35320.2,61.5495
17319,75,35310.3,20.909,35322.3,61.5474
17320,75,35312.4,20.909,35324.4,61.5452
17321,75,35314.4,20.909,35326.4,61.5431
17322,75,35316.5,20.909,35328.5,61.541
17323,75,35318.6,20.909,35330.6,61.5388
17324,75,35320.7,20.909,35332.7,61.5367
17325,75,35322.8,20.909,35334.8,61.5346
17326,75,35324.9,20.909,35336.9,61.5324
17327,75,35327,20.909,35339,61.5303
17328,75,35329.1,20.909,35341.1,61.5282
17329,75,35331.2,20.909,35343.2,61.526
17330,75,35333.3,20.909,35345.3,61.5239
17331,75,35335.4,20.909,35347.4,61.5218
17332,75,35337.4,20.909,35349.4,61.5197
17333,75,35339.5,20.909,35351.5,61.5176
17334,75,35341.6,20.909,35353.6,61.5154
17335,75,35343.7,20.909,35355.7,61.5133
17336,75,35345.8,20.909,35357.8,61.5112
17337,75,35347.9,20.909,35359.9,61.5091
17338,75,35350,20.909,35362,61.507
17339,75,35352.1,20.909,35364.1,61.5048
17340,75,35354.2,20.909,35366.2,61.5027
17341,75,35356.3,20.909,35368.3,61.5006
17342,75,35358.4,20.909,35370.4,61.4985
17343,75,35360.4,20.909,35372.4,61.4964
17344,75,35362.5,20.909,35374.5,61.4943
17345,75,35364.6,20.909,35376.6,61.4922
17346,75,35366.7,20.909,35378.7,61.4901
17347,75,35368.8,20.909,35380.8,61.488
17348,75,35370.9,20.909,35382.9,61.4859
17349,75,35373,20.909,35385,61.4838
17350,75,35375.1,20.909,35387.1,61.4817
17351,75,35377.2,20.909,35389.2,61.4796
17352,75,35379.3,20.909,35391.3,61.4775
17353,75,35381.4,20.909,35393.4,61.4754
17354,75,35383.4,20.909,35395.4,61.4733
17355,75,35385.5,20.909,35397.5,61.4712
17356,75,35387.6,20.909,35399.6,61.4691
17357,75,35389.7,20.909,35401.7,61.467
17358,75,35391.8,20.909,35403.8,61.4649
17359,75,35393.9,20.909,35405.9,61.4628
17360,75,35396,20.909,35408,61.4607
17361,75,35398.1,20.909,35410.1,61.4586
17362,75,35400.2,20.909,35412.2,61.4565
17363,75,35402.3,20.909,35414.3,61.4544
17364,75,35404.4,20.909,35416.4,61.4523
17365,75,35406.4,20.909,35418.4,61.4502
17366,75,35408.5,20.909,35420.5,61.4481
17367,75,35410.6,20.909,35422.6,61.446
17368,75,35412.7,20.909,35424.7,61.4438
17369,75,35414.8,20.909,35426.8,61.4417
17370,75,35416.9,20.909,35428.9,61.4396
17371,75,35419,20.909,35431,61.4375
17372,75,35421.1,20.909,35433.1,61.4353
17373,75,35423.2,20.909,35435.2,61.4332
17374,75,35425.3,20.909,35437.3,61.4311
17375,75,35427.4,20.909,35439.4,61.4289
17376,75,35429.4,20.909,35441.4,61.4268
17377,75,35431.5,20.909,35443.5,61.4246
17378,75,35433.6,20.909,35445.6,61.4225
17379,75,35435.7,20.909,35447.7,61.4203
17380,75,35437.8,20.909,35449.8,61.4182
17381,75,35439.9,20.909,35451.9,61.416
17382,75,35442,20.909,35454,61.4139
17383,75,35444.1,20.909,35456.1,61.4117
17384,75,35446.2,20.909,35458.2,61.4095
17385,75,35448.3,20.909,35460.3,61.4074
17386,75,35450.4,20.909,35462.4,61.4052
17387,75,35452.4,20.909,35464.4,61.403
17388,75,35454.5,20.909,35466.5,61.4009
17389,75,35456.6,20.909,35468.6,61.3987
17390,75,35458.7,20.909,35470.7,61.3965
17391,75,35460.8,20.909,35472.8,61.3944
17392,75,35462.9,20.909,35474.9,61.3922
17393,75,35465,20.909,35477,61.39
17394,75,35467.1,20.909,35479.1,61.3878
17395,75,35469.2,20.909,35481.2,61.3856
17396,75,35471.3,20.909,35483.3,61.3835
17397,75,35473.4,20.909,35485.4,61.3813
17398,75,35475.4,20.909,35487.4,61.3791
17399,75,35477.5,20.909,35489.5,61.3769
17400,75,35479.6,20.909,35491.6,61.3747
17401,75,35481.7,20.909,35493.7,61.3726
17402,75,35483.8,20.909,35495.8,61.3704
17403,75,35485.9,20.909,35497.9,61.3682
17404,75,35488,20.909,35500,61.366
17405,75,35490.1,20.909,35502.1,61.3638
17406,75,35492.2,20.909,35504.2,61.3616
17407,75,35494.3,20.909,35506.3,61.3594
17408,75,35496.4,20.909,35508.4,61.3572
17409,75,35498.4,20.909,35510.4,61.3551
17410,75,35500.5,20.909,35512.5,61.3529
17411,75,35502.6,20.909,35514.6,61.3507
17412,75,35504.7,20.909,35516.7,61.3485
17413,75,35506.8,20.909,35518.8,61.3463
17414,75,35508.9,20.909,35520.9,61.3441
17415,75,35511,20.909,35523,61.3419
17416,75,35513.1,20.909,35525.1,61.3397
17417,75,35515.2,20.909,35527.2,61.3375
17418,75,35517.3,20.909,35529.3,61.3353
17419,75,35519.4,20.909,35531.4,61.3331
17420,75,35521.4,20.909,35533.4,61.3309
17421,75,35523.5,20.909,35535.5,61.3287
17422,75,35525.6,20.909,35537.6,61.3265
17423,75,35527.7,20.909,35539.7,61.3243
17424,75,35529.8,20.909,35541.8,61.3221
17425,75,35531.9,20.909,35543.9,61.3199
17426,75,35534,20.909,35546,61.3178
17427,75,35536.1,20.909,35548.1,61.3156
17428,75,35538.2,20.9089,35550.2,61.3134
17429,75,35540.3,20.9089,35552.3,61.3112
17430,75,35542.4,20.9089,35554.4,61.309
17431,75,35544.4,20.9089,35556.4,61.3068
17432,75,35546.5,20.9089,35558.5,61.3046
17433,75,35548.6,20.9089,35560.6,61.3024
17434,75,35550.7,20.9089,35562.7,61.3002
17435,75,35552.8,20.9089,35564.8,61.298
17436,75,35554.9,20.9089,35566.9,61.2958
17437,75,35557,20.9089,35569,61.2936
17438,75,35559.1,20.9089,35571.1,61.2914
17439,75,35561.2,20.9089,35573.2,61.2892
17440,75,35563.3,20.9089,35575.3,61.287
17441,75,35565.4,20.9089,35577.4,61.2848
17442,75,35567.4,20.9089,35579.4,61.2826
17443,75,35569.5,20.9089,35581.5,61.2804
17444,75,35571.6,20.9089,35583.6,61.2782
17445,75,35573.7,20.9089,35585.7,61.276
17446,75,35575.8,20.9089,35587.8,61.2738
17447,75,35577.9,20.9089,35589.9,61.2716
17448,75,35580,20.9089,35592,61.2694
17449,75,35582.1,20.9089,35594.1,61.2672
17450,75,35584.2,20.9089,35596.2,61.2651
17451,75,35586.3,20.9089,35598.3,61.2629
17452,75,35588.4,20.9089,35600.4,61.2607
17453,75,35590.4,20.9089,35602.4,61.2585
17454,75,35592.5,20.9089,35604.5,61.2563
17455,75,35594.6,20.9089,35606.6,61.2541
17456,75,35596.7,20.9089,35608.7,61.2519
17457,75,35598.8,20.9089,35610.8,61.2497
17458,75,35600.9,20.9089,35612.9,61.2475
17459,75,35603,20.9089,35615,61.2453
17460,75,35605.1,20.9089,35617.1,61.2432
17461,75,35607.2,20.9089,35619.2,61.241
17462,75,35609.3,20.9089,35621.3,61.2388
17463,75,35611.4,20.9089,35623.4,61.2366
17464,75,35613.4,20.9089,35625.4,61.2344
17465,75,35615.5,20.9089,35627.5,61.2322
17466,75,35617.6,20.9089,35629.6,61.2301
17467,75,35619.7,20.9089,35631.7,61.2279
17468,75,35621.8,20.9089,35633.8,61.2257
17469,75,35623.9,20.9089,35635.9,61.2235
17470,75,35626,20.9089,35638,61.2213
17471,75,35628.1,20.9089,35640.1,61.2192
17472,75,35630.2,20.9089,35642.2,61.217
17473,75,35632.3,20.9089,35644.3,61.2148
17474,75,35634.4,20.9089,35646.4,61.2126
17475,75,35636.4,20.9089,35648.4,61.2105
17476,75,35638.5,20.9089,35650.5,61.2083
17477,75,35640.6,20.9089,35652.6,61.2061
17478,75,35642.7,20.9089,35654.7,61.2039
17479,75,35644.8,20.9089,35656.8,61.2018
17480,75,35646.9,20.9089,35658.9,61.1996
17481,75,35649,20.9089,35661,61.1974
17482,75,35651.1,20.9089,35663.1,61.1953
17483,75,35653.2,20.9089,35665.2,61.1931
17484,75,35655.3,20.9089,35667.3,61.1909
17485,75,35657.4,20.9089,35669.4,61.1888
17486,75,35659.4,20.9089,35671.4,61.1866
17487,75,35661.5,20.9089,35673.5,61.1844
17488,75,35663.6,20.9089,35675.6,61.1823
17489,75,35665.7,20.9089,35677.7,61.1801
17490,75,35667.8,20.9089,35679.8,61.1779
17491,75,35669.9,20.9089,35681.9,61.1758
17492,75,35672,20.9089,35684,61.1736
17493,75,35674.1,20.9089,35686.1,61.1714
17494,75,35676.2,20.9089,35688.2,61.1693
17495,75,35678.3,20.9089,35690.3,61.1671
17496,75,35680.4,20.9089,35692.4,61.165
17497,75,35682.4,20.9089,35694.4,61.1628
17498,75,35684.5,20.9089,35696.5,61.1607
17499,75,35686.6,20.9089,35698.6,61.1585
17500,75,35688.7,20.9089,35700.7,61.1563
17501,75,35690.8,20.9089,35702.8,61.1542
17502,75,35692.9,20.9089,35704.9,61.152
17503,75,35695,20.9089,35707,61.1499
17504,75,35697.1,20.9089,35709.1,61.1477
17505,75,35699.2,20.9089,35711.2,61.1456
17506,75,35701.3,20.9089,35713.3,61.1434
17507,75,35703.4,20.9089,35715.4,61.1412
17508,75,35705.4,20.9089,35717.4,61.1391
17509,75,35707.5,20.9089,35719.5,61.1369
17510,75,35709.6,20.9089,35721.6,61.1348
17511,75,35711.7,20.9089,35723.7,61.1326
17512,75,35713.8,20.9089,35725.8,61.1305
17513,75,35715.9,20.9089,35727.9,61.1283
17514,75,35718,20.9089,35730,61.1262
17515,75,35720.1,20.9089,35732.1,61.124
17516,75,35722.2,20.9089,35734.2,61.1219
17517,75,35724.3,20.9089,35736.3,61.1197
17518,75,35726.4,20.9089,35738.4,61.1176
17519,75,35728.4,20.9089,35740.4,61.1154
17520,75,35730.5,20.9089,35742.5,61.1133
17521,75,35732.6,20.9089,35744.6,61.1111
17522,75,35734.7,20.9089,35746.7,61.109
17523,75,35736.8,20.9089,35748.8,61.1068
17524,75,35738.9,20.9089,35750.9,61.1047
17525,75,35741,20.9089,35753,61.1025
17526,75,35743.1,20.9089,35755.1,61.1004
17527,75,35745.2,20.9089,35757.2,61.0982
17528,75,35747.3,20.9089,35759.3,61.0961
17529,75,35749.4,20.9089,35761.4,61.0939
17530,75,35751.4,20.9089,35763.4,61.0918
17531,75,35753.5,20.9089,35765.5,61.0896
17532,75,35755.6,20.9089,35767.6,61.0875
17533,75,35757.7,20.9089,35769.7,61.0853
17534,75,35759.8,20.9089,35771.8,61.0832
17535,75,35761.9,20.9089,35773.9,61.081
17536,75,35764,20.9089,35776,61.0789
17537,75,35766.1,20.9089,35778.1,61.0768
17538,75,35768.2,20.9089,35780.2,61.0746
17539,75,35770.3,20.9089,35782.3,61.0725
17540,75,35772.4,20.9089,35784.4,61.0703
17541,75,35774.4,20.9089,35786.4,61.0682
17542,75,35776.5,20.9089,35788.5,61.0661
17543,75,35778.6,20.9089,35790.6,61.0639
17544,75,35780.7,20.9089,35792.7,61.0618
17545,75,35782.8,20.9089,35794.8,61.0596
17546,75,35784.9,20.9089,35796.9,61.0575
17547,75,35787,20.9089,35799,61.0554
17548,75,35789.1,20.9089,35801.1,61.0532
17549,75,35791.2,20.9089,35803.2,61.0511
17550,75,35793.3,20.9089,35805.3,61.049
17551,75,35795.4,20.9089,35807.4,61.0468
17552,75,35797.4,20.9089,35809.4,61.0447
17553,75,35799.5,20.9089,35811.5,61.0426
17554,75,35801.6,20.9089,35813.6,61.0404
17555,75,35803.7,20.9089,35815.7,61.0383
17556,75,35805.8,20.9089,35817.8,61.0362
17557,75,35807.9,20.9089,35819.9,61.0341
17558,75,35810,20.9089,35822,61.0319
17559,75,35812.1,20.9089,35824.1,61.0298
17560,75,35814.2,20.9088,35826.2,61.0277
17561,75,35816.3,20.9088,35828.3,61.0255
17562,75,35818.4,20.9088,35830.4,61.0234
17563,75,35820.4,20.9088,35832.4,61.0213
17564,75,35822.5,20.9088,35834.5,61.0191
17565,75,35824.6,20.9088,35836.6,61.017
17566,75,35826.7,20.9088,35838.7,61.0149
17567,75,35828.8,20.9088,35840.8,61.0127
17568,75,35830.9,20.9088,35842.9,61.0106
17569,75,35833,20.9088,35845,61.0085
17570,75,35835.1,20.9088,35847.1,61.0063
17571,75,35837.2,20.9088,35849.2,61.0042
17572,75,35839.3,20.9088,35851.3,61.002
17573,75,35841.3,20.9088,35853.3,60.9999
17574,75,35843.4,20.9088,35855.4,60.9978
17575,75,35845.5,20.9088,35857.5,60.9956
17576,75,35847.6,20.9088,35859.6,60.9935
17577,75,35849.7,20.9088,35861.7,60.9913
17578,75,35851.8,20.9088,35863.8,60.9892
17579,75,35853.9,20.9088,35865.9,60.987
17580,75,35856,20.9088,35868,60.9849
17581,75,35858.1,20.9088,35870.1,60.9828
17582,75,35860.2,20.9088,35872.2,60.9806
17583,75,35862.3,20.9088,35874.3,60.9785
17584,75,35864.3,20.9088,35876.3,60.9763
17585,75,35866.4,20.9088,35878.4,60.9742
17586,75,35868.5,20.9088,35880.5,60.972
17587,75,35870.6,20.9088,35882.6,60.9699
17588,75,35872.7,20.9088,35884.7,60.9677
17589,75,35874.8,20.9088,35886.8,60.9656
17590,75,35876.9,20.9088,35888.9,60.9634
17591,75,35879,20.9088,35891,60.9612
17592,75,35881.1,20.9088,35893.1,60.9591
17593,75,35883.2,20.9088,35895.2,60.9569
17594,75,35885.3,20.9088,35897.3,60.9548
17595,75,35887.3,20.9088,35899.3,60.9526
17596,75,35889.4,20.9088,35901.4,60.9505
17597,75,35891.5,20.9088,35903.5,60.9483
17598,75,35893.6,20.9088,35905.6,60.9462
17599,75,35895.7,20.9088,35907.7,60.944
17600,75,35897.8,20.9088,35909.8,60.9418
17601,75,35899.9,20.9088,35911.9,60.9397
17602,75,35902,20.9088,35914,60.9375
17603,75,35904.1,20.9088,35916.1,60.9354
17604,75,35906.2,20.9088,35918.2,60.9332
17605,75,35908.3,20.9088,35920.3,60.9311
17606,75,35910.3,20.9088,35922.3,60.9289
17607,75,35912.4,20.9088,35924.4,60.9267
17608,75,35914.5,20.9088,35926.5,60.9246
17609,75,35916.6,20.9088,35928.6,60.9224
17610,75,35918.7,20.9088,35930.7,60.9203
17611,75,35920.8,20.9088,35932.8,60.9181
17612,75,35922.9,20.9088,35934.9,60.9159
17613,75,35925,20.9088,35937,60.9138
17614,75,35927.1,20.9088,35939.1,60.9116
17615,75,35929.2,20.9088,35941.2,60.9094
17616,75,35931.3,20.9088,35943.3,60.9073
17617,75,35933.3,20.9088,35945.3,60.9051
17618,75,35935.4,20.9088,35947.4,60.903
17619,75,35937.5,20.9088,35949.5,60.9008
17620,75,35939.6,20.9088,35951.6,60.8986
17621,75,35941.7,20.9088,35953.7,60.8965
17622,75,35943.8,20.9088,35955.8,60.8943
17623,75,35945.9,20.9088,35957.9,60.8921
17624,75,35948,20.9088,35960,60.89
17625,75,35950.1,20.9088,35962.1,60.8878
17626,75,35952.2,20.9088,35964.2,60.8857
17627,75,35954.3,20.9088,35966.3,60.8835
17628,75,35956.3,20.9088,35968.3,60.8813
17629,75,35958.4,20.9088,35970.4,60.8792
17630,75,35960.5,20.9088,35972.5,60.877
17631,75,35962.6,20.9088,35974.6,60.8748
17632,75,35964.7,20.9088,35976.7,60.8727
17633,75,35966.8,20.9088,35978.8,60.8705
17634,75,35968.9,20.9088,35980.9,60.8683
17635,75,35971,20.9088,35983,60.8661
17636,75,35973.1,20.9088,35985.1,60.864
17637,75,35975.2,20.9088,35987.2,60.8618
17638,75,35977.3,20.9088,35989.3,60.8596
17639,75,35979.3,20.9088,35991.3,60.8575
17640,75,35981.4,20.9088,35993.4,60.8553
17641,75,35983.5,20.9088,35995.5,60.8531
17642,75,35985.6,20.9088,35997.6,60.8509
17643,75,35987.7,20.9088,35999.7,60.8487
17644,75,35989.8,20.9088,36001.8,60.8466
17645,75,35991.9,20.9088,36003.9,60.8444
17646,75,35994,20.9088,36006,60.8422
17647,75,35996.1,20.9088,36008.1,60.84
17648,75,35998.2,20.9088,36010.2,60.8378
17649,75,36000.3,20.9088,36012.3,60.8356
17650,75,36002.3,20.9088,36014.3,60.8335
17651,75,36004.4,20.9088,36016.4,60.8313
17652,75,36006.5,20.9088,36018.5,60.8291
17653,75,36008.6,20.9088,36020.6,60.8269
17654,75,36010.7,20.9088,36022.7,60.8247
17655,75,36012.8,20.9088,36024.8,60.8225
17656,75,36014.9,20.9088,36026.9,60.8203
17657,75,36017,20.9088,36029,60.8181
17658,75,36019.1,20.9088,36031.1,60.8159
17659,75,36021.2,20.9088,36033.2,60.8138
17660,75,36023.3,20.9088,36035.3,60.8116
17661,75,36025.3,20.9088,36037.3,60.8094
17662,75,36027.4,20.9088,36039.4,60.8072
17663,75,36029.5,20.9088,36041.5,60.805
17664,75,36031.6,20.9088,36043.6,60.8028
17665,75,36033.7,20.9088,36045.7,60.8006
17666,75,36035.8,20.9088,36047.8,60.7984
17667,75,36037.9,20.9088,36049.9,60.7962
17668,75,36040,20.9088,36052,60.794
17669,75,36042.1,20.9088,36054.1,60.7918
17670,75,36044.2,20.9088,36056.2,60.7896
17671,75,36046.3,20.9088,36058.3,60.7874
17672,75,36048.3,20.9088,36060.3,60.7852
17673,75,36050.4,20.9088,36062.4,60.783
17674,75,36052.5,20.9088,36064.5,60.7809
17675,75,36054.6,20.9088,36066.6,60.7787
17676,75,36056.7,20.9088,36068.7,60.7765
17677,75,36058.8,20.9088,36070.8,60.7743
17678,75,36060.9,20.9088,36072.9,60.7721
17679,75,36063,20.9088,36075,60.7699
17680,75,36065.1,20.9088,36077.1,60.7677
17681,75,36067.2,20.9088,36079.2,60.7655
17682,75,36069.3,20.9088,36081.3,60.7633
17683,75,36071.3,20.9088,36083.3,60.7611
17684,75,36073.4,20.9088,36085.4,60.7589
17685,75,36075.5,20.9088,36087.5,60.7567
17686,75,36077.6,20.9088,36089.6,60.7545
17687,75,36079.7,20.9088,36091.7,60.7523
17688,75,36081.8,20.9088,36093.8,60.7502
17689,75,36083.9,20.9088,36095.9,60.748
17690,75,36086,20.9088,36098,60.7458
17691,75,36088.1,20.9088,36100.1,60.7436
17692,75,36090.2,20.9087,36102.2,60.7414
17693,75,36092.3,20.9087,36104.3,60.7392
17694,75,36094.3,20.9087,36106.3,60.737
17695,75,36096.4,20.9087,36108.4,60.7348
17696,75,36098.5,20.9087,36110.5,60.7326
17697,75,36100.6,20.9087,36112.6,60.7304
17698,75,36102.7,20.9087,36114.7,60.7282
17699,75,36104.8,20.9087,36116.8,60.726
17700,75,36106.9,20.9087,36118.9,60.7238
17701,75,36109,20.9087,36121,60.7216
17702,75,36111.1,20.9087,36123.1,60.7194
17703,75,36113.2,20.9087,36125.2,60.7173
17704,75,36115.3,20.9087,36127.3,60.7151
17705,75,36117.3,20.9087,36129.3,60.7129
17706,75,36119.4,20.9087,36131.4,60.7107
17707,75,36121.5,20.9087,36133.5,60.7085
17708,75,36123.6,20.9087,36135.6,60.7063
17709,75,36125.7,20.9087,36137.7,60.7041
17710,75,36127.8,20.9087,36139.8,60.7019
17711,75,36129.9,20.9087,36141.9,60.6997
17712,75,36132,20.9087,36144,60.6975
17713,75,36134.1,20.9087,36146.1,60.6953
17714,75,36136.2,20.9087,36148.2,60.6931
17715,75,36138.3,20.9087,36150.3,60.6909
17716,75,36140.3,20.9087,36152.3,60.6887
17717,75,36142.4,20.9087,36154.4,60.6865
17718,75,36144.5,20.9087,36156.5,60.6843
17719,75,36146.6,20.9087,36158.6,60.6821
17720,75,36148.7,20.9087,36160.7,60.6799
17721,75,36150.8,20.9087,36162.8,60.6777
17722,75,36152.9,20.9087,36164.9,60.6755
17723,75,36155,20.9087,36167,60.6733
17724,75,36157.1,20.9087,36169.1,60.6712
17725,75,36159.2,20.9087,36171.2,60.669
17726,75,36161.3,20.9087,36173.3,60.6668
17727,75,36163.3,20.9087,36175.3,60.6646
17728,75,36165.4,20.9087,36177.4,60.6624
17729,75,36167.5,20.9087,36179.5,60.6602
17730,75,36169.6,20.9087,36181.6,60.658
17731,75,36171.7,20.9087,36183.7,60.6558
17732,75,36173.8,20.9087,36185.8,60.6537
17733,75,36175.9,20.9087,36187.9,60.6515
17734,75,36178,20.9087,36190,60.6493
17735,75,36180.1,20.9087,36192.1,60.6471
17736,75,36182.2,20.9087,36194.2,60.6449
17737,75,36184.3,20.9087,36196.3,60.6427
17738,75,36186.3,20.9087,36198.3,60.6406
17739,75,36188.4,20.9087,36200.4,60.6384
17740,75,36190.5,20.9087,36202.5,60.6362
17741,75,36192.6,20.9087,36204.6,60.634
17742,75,36194.7,20.9087,36206.7,60.6319
17743,75,36196.8,20.9087,36208.8,60.6297
17744,75,36198.9,20.9087,36210.9,60.6275
17745,75,36201,20.9087,36213,60.6253
17746,75,36203.1,20.9087,36215.1,60.6232
17747,75,36205.2,20.9087,36217.2,60.621
17748,75,36207.3,20.9087,36219.3,60.6188
17749,75,36209.3,20.9087,36221.3,60.6167
17750,75,36211.4,20.9087,36223.4,60.6145
17751,75,36213.5,20.9087,36225.5,60.6123
17752,75,36215.6,20.9087,36227.6,60.6102
17753,75,36217.7,20.9087,36229.7,60.608
17754,75,36219.8,20.9087,36231.8,60.6058
17755,75,36221.9,20.9087,36233.9,60.6037
17756,75,36224,20.9087,36236,60.6015
17757,75,36226.1,20.9087,36238.1,60.5994
17758,75,36228.2,20.9087,36240.2,60.5972
17759,75,36230.3,20.9087,36242.3,60.5951
17760,75,36232.3,20.9087,36244.3,60.5929
17761,75,36234.4,20.9087,36246.4,60.5908
17762,75,36236.5,20.9087,36248.5,60.5886
17763,75,36238.6,20.9087,36250.6,60.5865
17764,75,36240.7,20.9087,36252.7,60.5843
17765,75,36242.8,20.9087,36254.8,60.5822
17766,75,36244.9,20.9087,36256.9,60.58
17767,75,36247,20.9087,36259,60.5779
17768,75,36249.1,20.9087,36261.1,60.5758
17769,75,36251.2,20.9087,36263.2,60.5736
17770,75,36253.3,20.9087,36265.3,60.5715
17771,75,36255.3,20.9087,36267.3,60.5694
17772,75,36257.4,20.9087,36269.4,60.5672
17773,75,36259.5,20.9087,36271.5,60.5651
17774,75,36261.6,20.9087,36273.6,60.563
17775,75,36263.7,20.9087,36275.7,60.5608
17776,75,36265.8,20.9087,36277.8,60.5587
17777,75,36267.9,20.9087,36279.9,60.5566
17778,75,36270,20.9087,36282,60.5545
17779,75,36272.1,20.9087,36284.1,60.5524
