Time,Battery_SOC
689.5,89.1868
689.6,89.1853
689.7,89.1837
689.8,89.1822
689.9,89.1806
690,89.1791
690.1,89.1776
690.2,89.176
690.3,89.1745
690.4,89.173
690.5,89.1714
690.6,89.1699
690.7,89.1683
690.8,89.1668
690.9,89.1653
691,89.1637
691.1,89.1622
691.2,89.1607
691.3,89.1591
691.4,89.1576
691.5,89.1561
691.6,89.1545
691.7,89.153
691.8,89.1514
691.9,89.1499
692,89.1484
692.1,89.1468
692.2,89.1453
692.3,89.1438
692.4,89.1422
692.5,89.1407
692.6,89.1392
692.7,89.1376
692.8,89.1361
692.9,89.1345
693,89.133
693.1,89.1315
693.2,89.1299
693.3,89.1284
693.4,89.1269
693.5,89.1253
693.6,89.1238
693.7,89.1222
693.8,89.1207
693.9,89.1192
694,89.1176
694.1,89.1161
694.2,89.1146
694.3,89.113
694.4,89.1115
694.5,89.1099
694.6,89.1084
694.7,89.1069
694.8,89.1053
694.9,89.1038
695,89.1023
695.1,89.1007
695.2,89.0992
695.3,89.0976
695.4,89.0961
695.5,89.0946
695.6,89.093
695.7,89.0915
695.8,89.09
695.9,89.0884
696,89.0869
696.1,89.0853
696.2,89.0838
696.3,89.0823
696.4,89.0807
696.5,89.0792
696.6,89.0777
696.7,89.0761
696.8,89.0746
696.9,89.073
697,89.0715
697.1,89.07
697.2,89.0684
697.3,89.0669
697.4,89.0653
697.5,89.0638
697.6,89.0623
697.7,89.0607
697.8,89.0592
697.9,89.0576
698,89.0561
698.1,89.0546
698.2,89.053
698.3,89.0515
698.4,89.05
698.5,89.0484
698.6,89.0469
698.7,89.0453
698.8,89.0438
698.9,89.0423
699,89.0407
699.1,89.0392
699.2,89.0376
699.3,89.0361
699.4,89.0346
699.5,89.033
699.6,89.0315
699.7,89.0299
699.8,89.0284
699.9,89.0269
700,89.0253
700.1,89.0238
700.2,89.0223
700.3,89.0207
700.4,89.0192
700.5,89.0176
700.6,89.0161
700.7,89.0146
700.8,89.013
700.9,89.0115
701,89.0099
701.1,89.0084
701.2,89.0069
701.3,89.0053
701.4,89.0038
701.5,89.0022
701.6,89.0007
701.7,88.9992
701.8,88.9976
701.9,88.9961
702,88.9946
702.1,88.993
702.2,88.9915
702.3,88.9899
702.4,88.9884
702.5,88.9869
702.6,88.9853
702.7,88.9838
702.8,88.9823
702.9,88.9807
703,88.9792
703.1,88.9776
703.2,88.9761
703.3,88.9746
703.4,88.973
703.5,88.9715
703.6,88.9699
703.7,88.9684
703.8,88.9669
703.9,88.9653
704,88.9638
704.1,88.9623
704.2,88.9607
704.3,88.9592
704.4,88.9576
704.5,88.9561
704.6,88.9546
704.7,88.953
704.8,88.9515
704.9,88.9499
705,88.9484
705.1,88.9469
705.2,88.9453
705.3,88.9438
705.4,88.9423
705.5,88.9407
705.6,88.9392
705.7,88.9376
705.8,88.9361
705.9,88.9346
706,88.933
706.1,88.9315
706.2,88.9299
706.3,88.9284
706.4,88.9269
706.5,88.9253
706.6,88.9238
706.7,88.9222
706.8,88.9207
706.9,88.9192
707,88.9176
707.1,88.9161
707.2,88.9145
707.3,88.913
707.4,88.9115
707.5,88.9099
707.6,88.9084
707.7,88.9068
707.8,88.9053
707.9,88.9038
708,88.9022
708.1,88.9007
708.2,88.8991
708.3,88.8976
708.4,88.8961
708.5,88.8945
708.6,88.893
708.7,88.8914
708.8,88.8899
708.9,88.8884
709,88.8868
709.1,88.8853
709.2,88.8837
709.3,88.8822
709.4,88.8806
709.5,88.8791
709.6,88.8776
709.7,88.876
709.8,88.8745
709.9,88.8729
710,88.8714
710.1,88.8699
710.2,88.8683
710.3,88.8668
710.4,88.8652
710.5,88.8637
710.6,88.8621
710.7,88.8606
710.8,88.8591
710.9,88.8575
711,88.856
711.1,88.8544
711.2,88.8529
711.3,88.8514
711.4,88.8498
711.5,88.8483
711.6,88.8467
711.7,88.8452
711.8,88.8436
711.9,88.8421
712,88.8406
712.1,88.839
712.2,88.8375
712.3,88.8359
712.4,88.8344
712.5,88.8328
712.6,88.8313
712.7,88.8298
712.8,88.8282
712.9,88.8267
713,88.8251
713.1,88.8236
713.2,88.822
713.3,88.8205
713.4,88.819
713.5,88.8174
713.6,88.8159
713.7,88.8143
713.8,88.8128
713.9,88.8112
714,88.8097
714.1,88.8081
714.2,88.8066
714.3,88.8051
714.4,88.8035
714.5,88.802
714.6,88.8004
714.7,88.7989
714.8,88.7973
714.9,88.7958
715,88.7943
715.1,88.7927
715.2,88.7912
715.3,88.7896
715.4,88.7881
715.5,88.7865
715.6,88.785
715.7,88.7834
715.8,88.7819
715.9,88.7804
716,88.7788
716.1,88.7773
716.2,88.7757
716.3,88.7742
716.4,88.7726
716.5,88.7711
716.6,88.7695
716.7,88.768
716.8,88.7664
716.9,88.7649
717,88.7634
717.1,88.7618
717.2,88.7603
717.3,88.7587
717.4,88.7572
717.5,88.7556
717.6,88.7541
717.7,88.7525
717.8,88.751
717.9,88.7495
718,88.7479
718.1,88.7464
718.2,88.7448
718.3,88.7433
718.4,88.7417
718.5,88.7402
718.6,88.7386
718.7,88.7371
718.8,88.7356
718.9,88.734
719,88.7325
719.1,88.7309
719.2,88.7294
719.3,88.7278
719.4,88.7263
719.5,88.7247
719.6,88.7232
719.7,88.7216
719.8,88.7201
719.9,88.7186
720,88.717
720.1,88.7155
720.2,88.7139
720.3,88.7124
720.4,88.7108
720.5,88.7093
720.6,88.7077
720.7,88.7062
720.8,88.7047
720.9,88.7031
721,88.7016
721.1,88.7
721.2,88.6985
721.3,88.6969
721.4,88.6954
721.5,88.6938
721.6,88.6923
721.7,88.6907
721.8,88.6892
721.9,88.6877
722,88.6861
722.1,88.6846
722.2,88.683
722.3,88.6815
722.4,88.6799
722.5,88.6784
722.6,88.6768
722.7,88.6753
722.8,88.6738
722.9,88.6722
723,88.6707
723.1,88.6691
723.2,88.6676
723.3,88.666
723.4,88.6645
723.5,88.6629
723.6,88.6614
723.7,88.6599
723.8,88.6583
723.9,88.6568
724,88.6552
724.1,88.6537
724.2,88.6521
724.3,88.6506
724.4,88.6491
724.5,88.6475
724.6,88.646
724.7,88.6444
724.8,88.6429
724.9,88.6413
725,88.6398
725.1,88.6383
725.2,88.6367
725.3,88.6352
725.4,88.6336
725.5,88.6321
725.6,88.6306
725.7,88.629
725.8,88.6275
725.9,88.6259
726,88.6244
726.1,88.6228
726.2,88.6213
726.3,88.6198
726.4,88.6182
726.5,88.6167
726.6,88.6151
726.7,88.6136
726.8,88.6121
726.9,88.6105
727,88.609
727.1,88.6074
727.2,88.6059
727.3,88.6043
727.4,88.6028
727.5,88.6013
727.6,88.5997
727.7,88.5982
727.8,88.5966
727.9,88.5951
728,88.5936
728.1,88.592
728.2,88.5905
728.3,88.5889
728.4,88.5874
728.5,88.5859
728.6,88.5843
728.7,88.5828
728.8,88.5812
728.9,88.5797
729,88.5781
729.1,88.5766
729.2,88.5751
729.3,88.5735
729.4,88.572
729.5,88.5704
729.6,88.5689
729.7,88.5674
729.8,88.5658
729.9,88.5643
730,88.5627
730.1,88.5612
730.2,88.5596
730.3,88.5581
730.4,88.5566
730.5,88.555
730.6,88.5535
730.7,88.5519
730.8,88.5504
730.9,88.5489
731,88.5473
731.1,88.5458
731.2,88.5442
731.3,88.5427
731.4,88.5411
731.5,88.5396
731.6,88.5381
731.7,88.5365
731.8,88.535
731.9,88.5334
732,88.5319
732.1,88.5303
732.2,88.5288
732.3,88.5273
732.4,88.5257
732.5,88.5242
732.6,88.5226
732.7,88.5211
732.8,88.5196
732.9,88.518
733,88.5165
733.1,88.5149
733.2,88.5134
733.3,88.5118
733.4,88.5103
733.5,88.5088
733.6,88.5072
733.7,88.5057
733.8,88.5041
733.9,88.5026
734,88.501
734.1,88.4995
734.2,88.498
734.3,88.4964
734.4,88.4949
734.5,88.4933
734.6,88.4918
734.7,88.4902
734.8,88.4887
734.9,88.4872
735,88.4856
735.1,88.4841
735.2,88.4825
735.3,88.481
735.4,88.4794
735.5,88.4779
735.6,88.4764
735.7,88.4748
735.8,88.4733
735.9,88.4717
736,88.4702
736.1,88.4687
736.2,88.4671
736.3,88.4656
736.4,88.464
736.5,88.4625
736.6,88.4609
736.7,88.4594
736.8,88.4579
736.9,88.4563
737,88.4548
737.1,88.4532
737.2,88.4517
737.3,88.4502
737.4,88.4486
737.5,88.4471
737.6,88.4455
737.7,88.444
737.8,88.4425
737.9,88.4409
738,88.4394
738.1,88.4378
738.2,88.4363
738.3,88.4347
738.4,88.4332
738.5,88.4317
738.6,88.4301
738.7,88.4286
738.8,88.427
738.9,88.4255
739,88.4239
739.1,88.4224
739.2,88.4209
739.3,88.4193
739.4,88.4178
739.5,88.4162
739.6,88.4147
739.7,88.4132
739.8,88.4116
739.9,88.4101
740,88.4085
740.1,88.407
740.2,88.4054
740.3,88.4039
740.4,88.4024
740.5,88.4008
740.6,88.3993
740.7,88.3977
740.8,88.3962
740.9,88.3946
741,88.3931
741.1,88.3916
741.2,88.39
741.3,88.3885
741.4,88.3869
741.5,88.3854
741.6,88.3838
741.7,88.3823
741.8,88.3807
741.9,88.3792
742,88.3777
742.1,88.3761
742.2,88.3746
742.3,88.373
742.4,88.3715
742.5,88.3699
742.6,88.3684
742.7,88.3668
742.8,88.3653
742.9,88.3638
743,88.3622
743.1,88.3607
743.2,88.3591
743.3,88.3576
743.4,88.356
743.5,88.3545
743.6,88.3529
743.7,88.3514
743.8,88.3499
743.9,88.3483
744,88.3468
744.1,88.3452
744.2,88.3437
744.3,88.3421
744.4,88.3406
744.5,88.339
744.6,88.3375
744.7,88.336
744.8,88.3344
744.9,88.3329
745,88.3313
745.1,88.3298
745.2,88.3282
745.3,88.3267
745.4,88.3251
745.5,88.3236
745.6,88.3221
745.7,88.3205
745.8,88.319
745.9,88.3174
746,88.3159
746.1,88.3143
746.2,88.3128
746.3,88.3112
746.4,88.3097
746.5,88.3081
746.6,88.3066
746.7,88.3051
746.8,88.3035
746.9,88.302
747,88.3004
747.1,88.2989
747.2,88.2973
747.3,88.2958
747.4,88.2942
747.5,88.2927
747.6,88.2911
747.7,88.2896
747.8,88.2881
747.9,88.2865
748,88.285
748.1,88.2834
748.2,88.2819
748.3,88.2803
748.4,88.2788
748.5,88.2772
748.6,88.2757
748.7,88.2741
748.8,88.2726
748.9,88.2711
749,88.2695
749.1,88.268
749.2,88.2664
749.3,88.2649
749.4,88.2633
749.5,88.2618
749.6,88.2602
749.7,88.2587
749.8,88.2571
749.9,88.2556
750,88.2541
750.1,88.2525
750.2,88.251
750.3,88.2494
750.4,88.2479
750.5,88.2463
750.6,88.2448
750.7,88.2432
750.8,88.2417
750.9,88.2401
751,88.2386
751.1,88.2371
751.2,88.2355
751.3,88.234
751.4,88.2324
751.5,88.2309
751.6,88.2293
751.7,88.2278
751.8,88.2262
751.9,88.2247
752,88.2232
752.1,88.2216
752.2,88.2201
752.3,88.2185
752.4,88.217
752.5,88.2154
752.6,88.2139
752.7,88.2124
752.8,88.2108
752.9,88.2093
753,88.2077
753.1,88.2062
753.2,88.2046
753.3,88.2031
753.4,88.2015
753.5,88.2
753.6,88.1985
753.7,88.1969
753.8,88.1954
753.9,88.1938
754,88.1923
754.1,88.1908
754.2,88.1892
754.3,88.1877
754.4,88.1861
754.5,88.1846
754.6,88.183
754.7,88.1815
754.8,88.18
754.9,88.1784
755,88.1769
755.1,88.1753
755.2,88.1738
755.3,88.1723
755.4,88.1707
755.5,88.1692
755.6,88.1676
755.7,88.1661
755.8,88.1645
755.9,88.163
756,88.1615
756.1,88.1599
756.2,88.1584
756.3,88.1568
756.4,88.1553
756.5,88.1538
756.6,88.1522
756.7,88.1507
756.8,88.1491
756.9,88.1476
757,88.1461
757.1,88.1445
757.2,88.143
757.3,88.1415
757.4,88.1399
757.5,88.1384
757.6,88.1368
757.7,88.1353
757.8,88.1338
757.9,88.1322
758,88.1307
758.1,88.1292
758.2,88.1276
758.3,88.1261
758.4,88.1245
758.5,88.123
758.6,88.1215
758.7,88.1199
758.8,88.1184
758.9,88.1169
759,88.1153
759.1,88.1138
759.2,88.1123
759.3,88.1107
759.4,88.1092
759.5,88.1077
759.6,88.1061
759.7,88.1046
759.8,88.1031
759.9,88.1015
760,88.1
760.1,88.0985
760.2,88.097
760.3,88.0954
760.4,88.0939
760.5,88.0924
760.6,88.0908
760.7,88.0893
760.8,88.0878
760.9,88.0862
761,88.0847
761.1,88.0832
761.2,88.0816
761.3,88.0801
761.4,88.0786
761.5,88.0771
761.6,88.0755
761.7,88.074
761.8,88.0725
761.9,88.0709
762,88.0694
762.1,88.0679
762.2,88.0664
762.3,88.0648
762.4,88.0633
762.5,88.0618
762.6,88.0603
762.7,88.0587
762.8,88.0572
762.9,88.0557
763,88.0542
763.1,88.0526
763.2,88.0511
763.3,88.0496
763.4,88.0481
763.5,88.0465
763.6,88.045
763.7,88.0435
763.8,88.042
763.9,88.0404
764,88.0389
764.1,88.0374
764.2,88.0359
764.3,88.0343
764.4,88.0328
764.5,88.0313
764.6,88.0298
764.7,88.0282
764.8,88.0267
764.9,88.0252
765,88.0237
765.1,88.0221
765.2,88.0206
765.3,88.0191
765.4,88.0176
765.5,88.016
765.6,88.0145
765.7,88.013
765.8,88.0115
765.9,88.0099
766,88.0084
766.1,88.0069
766.2,88.0054
766.3,88.0038
766.4,88.0023
766.5,88.0008
766.6,87.9993
766.7,87.9977
766.8,87.9962
766.9,87.9947
767,87.9932
767.1,87.9916
767.2,87.9901
767.3,87.9886
767.4,87.9871
767.5,87.9855
767.6,87.984
767.7,87.9825
767.8,87.981
767.9,87.9794
768,87.9779
768.1,87.9764
768.2,87.9749
768.3,87.9733
768.4,87.9718
768.5,87.9703
768.6,87.9688
768.7,87.9672
768.8,87.9657
768.9,87.9642
769,87.9626
769.1,87.9611
769.2,87.9596
769.3,87.9581
769.4,87.9565
769.5,87.955
769.6,87.9535
769.7,87.952
769.8,87.9504
769.9,87.9489
770,87.9474
770.1,87.9458
770.2,87.9443
770.3,87.9428
770.4,87.9412
770.5,87.9397
770.6,87.9382
770.7,87.9367
770.8,87.9351
770.9,87.9336
771,87.9321
771.1,87.9305
771.2,87.929
771.3,87.9275
771.4,87.9259
771.5,87.9244
771.6,87.9229
771.7,87.9213
771.8,87.9198
771.9,87.9183
772,87.9168
772.1,87.9152
772.2,87.9137
772.3,87.9122
772.4,87.9106
772.5,87.9091
772.6,87.9076
772.7,87.906
772.8,87.9045
772.9,87.903
773,87.9014
773.1,87.8999
773.2,87.8984
773.3,87.8968
773.4,87.8953
773.5,87.8937
773.6,87.8922
773.7,87.8907
773.8,87.8891
773.9,87.8876
774,87.8861
774.1,87.8845
774.2,87.883
774.3,87.8815
774.4,87.8799
774.5,87.8784
774.6,87.8769
774.7,87.8753
774.8,87.8738
774.9,87.8722
775,87.8707
775.1,87.8692
775.2,87.8676
775.3,87.8661
775.4,87.8646
775.5,87.863
775.6,87.8615
775.7,87.8599
775.8,87.8584
775.9,87.8569
776,87.8553
776.1,87.8538
776.2,87.8523
776.3,87.8507
776.4,87.8492
776.5,87.8476
776.6,87.8461
776.7,87.8446
776.8,87.843
776.9,87.8415
777,87.8399
777.1,87.8384
777.2,87.8369
777.3,87.8353
777.4,87.8338
777.5,87.8322
777.6,87.8307
777.7,87.8292
777.8,87.8276
777.9,87.8261
778,87.8246
778.1,87.823
778.2,87.8215
778.3,87.8199
778.4,87.8184
778.5,87.8169
778.6,87.8153
778.7,87.8138
778.8,87.8122
778.9,87.8107
779,87.8092
779.1,87.8076
779.2,87.8061
779.3,87.8045
779.4,87.803
779.5,87.8015
779.6,87.7999
779.7,87.7984
779.8,87.7968
779.9,87.7953
780,87.7937
780.1,87.7922
780.2,87.7907
780.3,87.7891
780.4,87.7876
780.5,87.786
780.6,87.7845
780.7,87.783
780.8,87.7814
780.9,87.7799
781,87.7783
781.1,87.7768
781.2,87.7753
781.3,87.7737
781.4,87.7722
781.5,87.7706
781.6,87.7691
781.7,87.7675
781.8,87.766
781.9,87.7645
782,87.7629
782.1,87.7614
782.2,87.7598
782.3,87.7583
782.4,87.7568
782.5,87.7552
782.6,87.7537
782.7,87.7521
782.8,87.7506
782.9,87.749
783,87.7475
783.1,87.746
783.2,87.7444
783.3,87.7429
783.4,87.7413
783.5,87.7398
783.6,87.7382
783.7,87.7367
783.8,87.7352
783.9,87.7336
784,87.7321
784.1,87.7305
784.2,87.729
784.3,87.7275
784.4,87.7259
784.5,87.7244
784.6,87.7228
784.7,87.7213
784.8,87.7197
784.9,87.7182
785,87.7167
785.1,87.7151
785.2,87.7136
785.3,87.712
785.4,87.7105
785.5,87.7089
785.6,87.7074
785.7,87.7059
785.8,87.7043
785.9,87.7028
786,87.7012
786.1,87.6997
786.2,87.6981
786.3,87.6966
786.4,87.6951
786.5,87.6935
786.6,87.692
786.7,87.6904
786.8,87.6889
786.9,87.6873
787,87.6858
787.1,87.6843
787.2,87.6827
787.3,87.6812
787.4,87.6796
787.5,87.6781
787.6,87.6766
787.7,87.675
787.8,87.6735
787.9,87.6719
788,87.6704
788.1,87.6688
788.2,87.6673
788.3,87.6658
788.4,87.6642
788.5,87.6627
788.6,87.6611
788.7,87.6596
788.8,87.658
788.9,87.6565
789,87.655
789.1,87.6534
789.2,87.6519
789.3,87.6503
789.4,87.6488
789.5,87.6473
789.6,87.6457
789.7,87.6442
789.8,87.6426
789.9,87.6411
790,87.6395
790.1,87.638
790.2,87.6365
790.3,87.6349
790.4,87.6334
790.5,87.6318
790.6,87.6303
790.7,87.6287
790.8,87.6272
790.9,87.6257
791,87.6241
791.1,87.6226
791.2,87.621
791.3,87.6195
791.4,87.618
791.5,87.6164
791.6,87.6149
791.7,87.6133
791.8,87.6118
791.9,87.6102
792,87.6087
792.1,87.6072
792.2,87.6056
792.3,87.6041
792.4,87.6025
792.5,87.601
792.6,87.5994
792.7,87.5979
792.8,87.5964
792.9,87.5948
793,87.5933
793.1,87.5917
793.2,87.5902
793.3,87.5886
793.4,87.5871
793.5,87.5856
793.6,87.584
793.7,87.5825
793.8,87.5809
793.9,87.5794
794,87.5778
794.1,87.5763
794.2,87.5748
794.3,87.5732
794.4,87.5717
794.5,87.5701
794.6,87.5686
794.7,87.567
794.8,87.5655
794.9,87.564
795,87.5624
795.1,87.5609
795.2,87.5593
795.3,87.5578
795.4,87.5562
795.5,87.5547
795.6,87.5532
795.7,87.5516
795.8,87.5501
795.9,87.5485
796,87.547
796.1,87.5455
796.2,87.5439
796.3,87.5424
796.4,87.5408
796.5,87.5393
796.6,87.5378
796.7,87.5362
796.8,87.5347
796.9,87.5331
797,87.5316
797.1,87.53
797.2,87.5285
797.3,87.527
797.4,87.5254
797.5,87.5239
797.6,87.5223
797.7,87.5208
797.8,87.5193
797.9,87.5177
798,87.5162
798.1,87.5146
798.2,87.5131
798.3,87.5116
798.4,87.51
798.5,87.5085
798.6,87.5069
798.7,87.5054
798.8,87.5039
798.9,87.5023
799,87.5008
799.1,87.4992
799.2,87.4977
799.3,87.4962
799.4,87.4946
799.5,87.4931
799.6,87.4915
799.7,87.49
799.8,87.4885
799.9,87.4869
800,87.4854
800.1,87.4839
800.2,87.4823
800.3,87.4808
800.4,87.4792
800.5,87.4777
800.6,87.4762
800.7,87.4746
800.8,87.4731
800.9,87.4715
801,87.47
801.1,87.4685
801.2,87.4669
801.3,87.4654
801.4,87.4638
801.5,87.4623
801.6,87.4608
801.7,87.4592
801.8,87.4577
801.9,87.4562
802,87.4546
802.1,87.4531
802.2,87.4515
802.3,87.45
802.4,87.4485
802.5,87.4469
802.6,87.4454
802.7,87.4438
802.8,87.4423
802.9,87.4408
803,87.4392
803.1,87.4377
803.2,87.4362
803.3,87.4346
803.4,87.4331
803.5,87.4315
803.6,87.43
803.7,87.4285
803.8,87.4269
803.9,87.4254
804,87.4239
804.1,87.4223
804.2,87.4208
804.3,87.4193
804.4,87.4177
804.5,87.4162
804.6,87.4146
804.7,87.4131
804.8,87.4116
804.9,87.41
805,87.4085
805.1,87.407
805.2,87.4054
805.3,87.4039
805.4,87.4024
805.5,87.4008
805.6,87.3993
805.7,87.3978
805.8,87.3962
805.9,87.3947
806,87.3931
806.1,87.3916
806.2,87.3901
806.3,87.3885
806.4,87.387
806.5,87.3855
806.6,87.3839
806.7,87.3824
806.8,87.3809
806.9,87.3793
807,87.3778
807.1,87.3763
807.2,87.3747
807.3,87.3732
807.4,87.3716
807.5,87.3701
807.6,87.3686
807.7,87.367
807.8,87.3655
807.9,87.364
808,87.3624
808.1,87.3609
808.2,87.3593
808.3,87.3578
808.4,87.3563
808.5,87.3547
808.6,87.3532
808.7,87.3517
808.8,87.3501
808.9,87.3486
809,87.3471
809.1,87.3455
809.2,87.344
809.3,87.3424
809.4,87.3409
809.5,87.3394
809.6,87.3378
809.7,87.3363
809.8,87.3348
809.9,87.3332
810,87.3317
810.1,87.3301
810.2,87.3286
810.3,87.3271
810.4,87.3255
810.5,87.324
810.6,87.3225
810.7,87.3209
810.8,87.3194
810.9,87.3179
811,87.3163
811.1,87.3148
811.2,87.3132
811.3,87.3117
811.4,87.3102
811.5,87.3086
811.6,87.3071
811.7,87.3056
811.8,87.304
811.9,87.3025
812,87.3009
812.1,87.2994
812.2,87.2979
812.3,87.2963
812.4,87.2948
812.5,87.2933
812.6,87.2917
812.7,87.2902
812.8,87.2886
812.9,87.2871
813,87.2856
813.1,87.284
813.2,87.2825
813.3,87.2809
813.4,87.2794
813.5,87.2779
813.6,87.2763
813.7,87.2748
813.8,87.2733
813.9,87.2717
814,87.2702
814.1,87.2686
814.2,87.2671
814.3,87.2656
814.4,87.264
814.5,87.2625
814.6,87.2609
814.7,87.2594
814.8,87.2579
814.9,87.2563
815,87.2548
815.1,87.2533
815.2,87.2517
815.3,87.2502
815.4,87.2486
815.5,87.2471
815.6,87.2456
815.7,87.244
815.8,87.2425
815.9,87.2409
816,87.2394
816.1,87.2379
816.2,87.2363
816.3,87.2348
816.4,87.2332
816.5,87.2317
816.6,87.2302
816.7,87.2286
816.8,87.2271
816.9,87.2256
817,87.224
817.1,87.2225
817.2,87.2209
817.3,87.2194
817.4,87.2179
817.5,87.2163
817.6,87.2148
817.7,87.2132
817.8,87.2117
817.9,87.2102
818,87.2086
818.1,87.2071
818.2,87.2055
818.3,87.204
818.4,87.2025
818.5,87.2009
818.6,87.1994
818.7,87.1978
818.8,87.1963
818.9,87.1948
819,87.1932
819.1,87.1917
819.2,87.1901
819.3,87.1886
819.4,87.1871
819.5,87.1855
819.6,87.184
819.7,87.1824
819.8,87.1809
819.9,87.1794
820,87.1778
820.1,87.1763
820.2,87.1747
820.3,87.1732
820.4,87.1717
820.5,87.1701
820.6,87.1686
820.7,87.167
820.8,87.1655
820.9,87.164
821,87.1624
821.1,87.1609
821.2,87.1593
821.3,87.1578
821.4,87.1563
821.5,87.1547
821.6,87.1532
821.7,87.1516
821.8,87.1501
821.9,87.1486
822,87.147
822.1,87.1455
822.2,87.1439
822.3,87.1424
822.4,87.1409
822.5,87.1393
822.6,87.1378
822.7,87.1362
822.8,87.1347
822.9,87.1331
823,87.1316
823.1,87.1301
823.2,87.1285
823.3,87.127
823.4,87.1254
823.5,87.1239
823.6,87.1224
823.7,87.1208
823.8,87.1193
823.9,87.1177
824,87.1162
824.1,87.1147
824.2,87.1131
824.3,87.1116
824.4,87.11
824.5,87.1085
824.6,87.107
824.7,87.1054
824.8,87.1039
824.9,87.1023
825,87.1008
825.1,87.0992
825.2,87.0977
825.3,87.0962
825.4,87.0946
825.5,87.0931
825.6,87.0915
825.7,87.09
825.8,87.0885
825.9,87.0869
826,87.0854
826.1,87.0838
826.2,87.0823
826.3,87.0808
826.4,87.0792
826.5,87.0777
826.6,87.0761
826.7,87.0746
826.8,87.073
826.9,87.0715
827,87.07
827.1,87.0684
827.2,87.0669
827.3,87.0653
827.4,87.0638
827.5,87.0623
827.6,87.0607
827.7,87.0592
827.8,87.0576
827.9,87.0561
828,87.0545
828.1,87.053
828.2,87.0515
828.3,87.0499
828.4,87.0484
828.5,87.0468
828.6,87.0453
828.7,87.0438
828.8,87.0422
828.9,87.0407
829,87.0391
829.1,87.0376
829.2,87.036
829.3,87.0345
829.4,87.033
829.5,87.0314
829.6,87.0299
829.7,87.0283
829.8,87.0268
829.9,87.0252
830,87.0237
830.1,87.0222
830.2,87.0206
830.3,87.0191
830.4,87.0175
830.5,87.016
830.6,87.0144
830.7,87.0129
830.8,87.0114
830.9,87.0098
831,87.0083
831.1,87.0067
831.2,87.0052
831.3,87.0036
831.4,87.0021
831.5,87.0005
831.6,86.999
831.7,86.9974
831.8,86.9959
831.9,86.9944
832,86.9928
832.1,86.9913
832.2,86.9897
832.3,86.9882
832.4,86.9866
832.5,86.9851
832.6,86.9835
832.7,86.982
832.8,86.9804
832.9,86.9789
833,86.9773
833.1,86.9758
833.2,86.9742
833.3,86.9727
833.4,86.9712
833.5,86.9696
833.6,86.9681
833.7,86.9665
833.8,86.965
833.9,86.9634
834,86.9619
834.1,86.9603
834.2,86.9588
834.3,86.9572
834.4,86.9557
834.5,86.9541
834.6,86.9526
834.7,86.951
834.8,86.9495
834.9,86.9479
835,86.9464
835.1,86.9448
835.2,86.9433
835.3,86.9417
835.4,86.9402
835.5,86.9386
835.6,86.9371
835.7,86.9355
835.8,86.934
835.9,86.9324
836,86.9309
836.1,86.9293
836.2,86.9277
836.3,86.9262
836.4,86.9246
836.5,86.9231
836.6,86.9215
836.7,86.92
836.8,86.9184
836.9,86.9169
837,86.9153
837.1,86.9138
837.2,86.9122
837.3,86.9107
837.4,86.9091
837.5,86.9076
837.6,86.906
837.7,86.9045
837.8,86.9029
837.9,86.9014
838,86.8998
838.1,86.8983
838.2,86.8967
838.3,86.8952
838.4,86.8936
838.5,86.8921
838.6,86.8905
838.7,86.889
838.8,86.8874
838.9,86.8859
839,86.8843
839.1,86.8828
839.2,86.8812
839.3,86.8797
839.4,86.8781
839.5,86.8766
839.6,86.875
839.7,86.8735
839.8,86.8719
839.9,86.8704
840,86.8688
840.1,86.8673
840.2,86.8657
840.3,86.8642
840.4,86.8626
840.5,86.8611
840.6,86.8595
840.7,86.858
840.8,86.8564
840.9,86.8548
841,86.8533
841.1,86.8517
841.2,86.8502
841.3,86.8486
841.4,86.8471
841.5,86.8455
841.6,86.844
841.7,86.8424
841.8,86.8409
841.9,86.8393
842,86.8378
842.1,86.8362
842.2,86.8347
842.3,86.8331
842.4,86.8316
842.5,86.83
842.6,86.8285
842.7,86.8269
842.8,86.8254
842.9,86.8238
843,86.8223
843.1,86.8207
843.2,86.8192
843.3,86.8176
843.4,86.8161
843.5,86.8145
843.6,86.813
843.7,86.8114
843.8,86.8099
843.9,86.8083
844,86.8068
844.1,86.8052
844.2,86.8037
844.3,86.8021
844.4,86.8006
844.5,86.799
844.6,86.7975
844.7,86.7959
844.8,86.7944
844.9,86.7928
845,86.7913
845.1,86.7897
845.2,86.7882
845.3,86.7867
845.4,86.7851
845.5,86.7836
845.6,86.782
845.7,86.7805
845.8,86.7789
845.9,86.7774
846,86.7758
846.1,86.7743
846.2,86.7727
846.3,86.7712
846.4,86.7696
846.5,86.7681
846.6,86.7665
846.7,86.765
846.8,86.7634
846.9,86.7619
847,86.7603
847.1,86.7588
847.2,86.7572
847.3,86.7557
847.4,86.7541
847.5,86.7526
847.6,86.751
847.7,86.7495
847.8,86.7479
847.9,86.7464
848,86.7448
848.1,86.7433
848.2,86.7417
848.3,86.7402
848.4,86.7386
848.5,86.7371
848.6,86.7355
848.7,86.734
848.8,86.7324
848.9,86.7309
849,86.7293
849.1,86.7278
849.2,86.7262
849.3,86.7247
849.4,86.7231
849.5,86.7216
849.6,86.72
849.7,86.7185
849.8,86.7169
849.9,86.7154
850,86.7138
850.1,86.7123
